;PC Software:StarLab Version 2.11 Build 2
;Logged:21/10/2022 at 13:34:39
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 21/10/2022 at 13:34:39.238000
  Timestamp   	  Channel A  	  Channel B  	
      3463.432	             	  2.047e-005 	
      3463.659	  3.290e-005 	             	
      3464.488	             	  2.070e-005 	
      3464.659	  3.300e-005 	             	
      3465.544	             	  2.058e-005 	
      3465.659	  3.300e-005 	             	
      3466.568	             	  2.063e-005 	
      3466.659	  3.320e-005 	             	
      3467.624	             	  2.065e-005 	
      3467.659	  3.310e-005 	             	
      3468.659	  3.330e-005 	             	
      3468.680	             	  2.040e-005 	
      3469.660	  3.330e-005 	             	
      3469.704	             	  2.042e-005 	
      3470.660	  3.330e-005 	             	
      3470.760	             	  2.049e-005 	
      3471.725	  3.340e-005 	             	
      3471.816	             	  2.028e-005 	
      3472.725	  3.340e-005 	             	
      3472.904	             	  2.027e-005 	
      3473.725	  3.340e-005 	             	
      3473.960	             	  2.024e-005 	
      3474.725	  3.350e-005 	             	
      3475.016	             	  2.026e-005 	
      3475.725	  3.350e-005 	             	
      3476.072	             	  2.017e-005 	
      3476.725	  3.340e-005 	             	
      3477.096	             	  2.025e-005 	
      3477.725	  3.350e-005 	             	
      3478.152	             	  2.016e-005 	
      3478.725	  3.360e-005 	             	
      3479.208	             	  2.031e-005 	
      3479.725	  3.310e-005 	             	
      3480.232	             	  2.016e-005 	
      3480.725	  3.330e-005 	             	
      3481.288	             	  2.000e-005 	
      3481.725	  3.360e-005 	             	
      3482.344	             	  1.990e-005 	
      3482.725	  3.340e-005 	             	
      3483.368	             	  1.960e-005 	
      3483.725	  3.280e-005 	             	
      3484.424	             	  1.947e-005 	
      3484.725	  3.300e-005 	             	
      3485.480	             	  1.962e-005 	
      3485.725	  3.340e-005 	             	
      3486.568	             	  1.949e-005 	
      3486.726	  3.360e-005 	             	
      3487.624	             	  1.934e-005 	
      3487.792	  3.360e-005 	             	
      3488.680	             	  1.951e-005 	
      3488.858	  3.310e-005 	             	
      3489.736	             	  1.966e-005 	
      3489.858	  3.320e-005 	             	
      3490.760	             	  1.945e-005 	
      3490.858	  3.330e-005 	             	
      3491.816	             	  1.936e-005 	
      3491.858	  3.340e-005 	             	
      3492.858	  3.360e-005 	             	
      3492.872	             	  1.939e-005 	
      3493.858	  3.370e-005 	             	
      3493.896	             	  1.929e-005 	
      3494.858	  3.360e-005 	             	
      3494.952	             	  1.911e-005 	
      3495.858	  3.360e-005 	             	
      3496.008	             	  1.914e-005 	
      3496.858	  3.340e-005 	             	
      3497.032	             	  1.903e-005 	
      3497.858	  3.360e-005 	             	
      3498.088	             	  1.883e-005 	
      3498.858	  3.310e-005 	             	
      3499.143	             	  1.849e-005 	
      3499.858	  3.300e-005 	             	
      3500.233	             	  1.843e-005 	
      3500.924	  3.300e-005 	             	
      3501.287	             	  1.845e-005 	
      3501.924	  3.300e-005 	             	
      3502.343	             	  1.842e-005 	
      3502.990	  3.320e-005 	             	
      3503.399	             	  1.879e-005 	
      3503.992	  3.400e-005 	             	
      3504.424	             	  1.880e-005 	
      3505.058	  3.310e-005 	             	
      3505.480	             	  1.853e-005 	
      3506.058	  3.330e-005 	             	
      3506.536	             	  1.874e-005 	
      3507.058	  3.330e-005 	             	
      3507.560	             	  1.860e-005 	
      3508.124	  3.370e-005 	             	
      3508.616	             	  1.851e-005 	
      3509.124	  3.360e-005 	             	
      3509.673	             	  1.828e-005 	
      3510.125	  3.340e-005 	             	
      3510.696	             	  1.813e-005 	
      3511.191	  3.330e-005 	             	
      3511.752	             	  1.810e-005 	
      3512.191	  3.310e-005 	             	
      3512.808	             	  1.836e-005 	
      3513.191	  3.300e-005 	             	
      3513.896	             	  1.828e-005 	
      3514.191	  3.320e-005 	             	
      3514.951	             	  1.802e-005 	
      3515.191	  3.320e-005 	             	
      3516.007	             	  1.790e-005 	
      3516.191	  3.330e-005 	             	
      3517.063	             	  1.784e-005 	
      3517.256	  3.330e-005 	             	
      3518.087	             	  1.789e-005 	
      3518.256	  3.330e-005 	             	
      3519.143	             	  1.821e-005 	
      3519.256	  3.290e-005 	             	
      3520.199	             	  1.803e-005 	
      3520.256	  3.300e-005 	             	
      3521.223	             	  1.787e-005 	
      3521.256	  3.330e-005 	             	
      3522.257	  3.330e-005 	             	
      3522.280	             	  1.778e-005 	
      3523.257	  3.340e-005 	             	
      3523.336	             	  1.773e-005 	
      3524.257	  3.330e-005 	             	
      3524.361	             	  1.781e-005 	
      3525.257	  3.390e-005 	             	
      3525.416	             	  1.784e-005 	
      3526.257	  3.350e-005 	             	
      3526.472	             	  1.768e-005 	
      3527.257	  3.360e-005 	             	
      3527.560	             	  1.759e-005 	
      3528.257	  3.360e-005 	             	
      3528.616	             	  1.753e-005 	
      3529.257	  3.360e-005 	             	
      3529.671	             	  1.750e-005 	
      3530.258	  3.360e-005 	             	
      3530.728	             	  1.750e-005 	
      3531.323	  3.360e-005 	             	
      3531.751	             	  1.747e-005 	
      3532.390	  3.360e-005 	             	
      3532.807	             	  1.753e-005 	
      3533.390	  3.360e-005 	             	
      3533.863	             	  1.763e-005 	
      3534.456	  3.360e-005 	             	
      3534.887	             	  1.757e-005 	
      3535.456	  3.360e-005 	             	
      3535.943	             	  1.745e-005 	
      3536.456	  3.360e-005 	             	
      3536.999	             	  1.759e-005 	
      3537.522	  3.330e-005 	             	
      3538.023	             	  1.761e-005 	
      3538.522	  3.350e-005 	             	
      3539.080	             	  1.749e-005 	
      3539.523	  3.360e-005 	             	
      3540.136	             	  1.735e-005 	
      3540.523	  3.370e-005 	             	
      3541.224	             	  1.727e-005 	
      3541.523	  3.390e-005 	             	
      3542.280	             	  1.725e-005 	
      3542.523	  3.390e-005 	             	
      3543.336	             	  1.731e-005 	
      3543.523	  3.390e-005 	             	
      3544.392	             	  1.738e-005 	
      3544.523	  3.380e-005 	             	
      3545.416	             	  1.732e-005 	
      3545.523	  3.390e-005 	             	
      3546.472	             	  1.732e-005 	
      3546.523	  3.390e-005 	             	
      3547.523	  3.390e-005 	             	
      3547.527	             	  1.722e-005 	
      3548.523	  3.400e-005 	             	
      3548.551	             	  1.709e-005 	
      3549.588	  3.420e-005 	             	
      3549.607	             	  1.697e-005 	
      3550.588	  3.420e-005 	             	
      3550.663	             	  1.699e-005 	
      3551.588	  3.420e-005 	             	
      3551.687	             	  1.698e-005 	
      3552.588	  3.420e-005 	             	
      3552.743	             	  1.696e-005 	
      3553.588	  3.420e-005 	             	
      3553.799	             	  1.694e-005 	
      3554.588	  3.420e-005 	             	
      3554.855	             	  1.688e-005 	
      3555.588	  3.420e-005 	             	
      3555.879	             	  1.683e-005 	
      3556.589	  3.440e-005 	             	
      3556.936	             	  1.676e-005 	
      3557.589	  3.420e-005 	             	
      3557.992	             	  1.687e-005 	
      3558.589	  3.420e-005 	             	
      3559.016	             	  1.675e-005 	
      3559.589	  3.450e-005 	             	
      3560.072	             	  1.666e-005 	
      3560.589	  3.450e-005 	             	
      3561.128	             	  1.662e-005 	
      3561.589	  3.450e-005 	             	
      3562.151	             	  1.660e-005 	
      3562.589	  3.450e-005 	             	
      3563.207	             	  1.654e-005 	
      3563.589	  3.450e-005 	             	
      3564.263	             	  1.648e-005 	
      3564.589	  3.460e-005 	             	
      3565.351	             	  1.649e-005 	
      3565.655	  3.480e-005 	             	
      3566.407	             	  1.656e-005 	
      3566.655	  3.480e-005 	             	
      3567.463	             	  1.662e-005 	
      3567.721	  3.470e-005 	             	
      3568.519	             	  1.648e-005 	
      3568.721	  3.480e-005 	             	
      3569.543	             	  1.638e-005 	
      3569.721	  3.480e-005 	             	
      3570.599	             	  1.633e-005 	
      3570.721	  3.480e-005 	             	
      3571.655	             	  1.645e-005 	
      3571.721	  3.480e-005 	             	
      3572.679	             	  1.700e-005 	
      3572.721	  3.420e-005 	             	
      3573.721	  3.450e-005 	             	
      3573.735	             	  1.667e-005 	
      3574.722	  3.480e-005 	             	
      3574.792	             	  1.647e-005 	
      3575.722	  3.480e-005 	             	
      3575.816	             	  1.638e-005 	
      3576.722	  3.480e-005 	             	
      3576.872	             	  1.648e-005 	
      3577.722	  3.480e-005 	             	
      3577.927	             	  1.640e-005 	
      3578.722	  3.480e-005 	             	
      3579.015	             	  1.625e-005 	
      3579.788	  3.490e-005 	             	
      3580.071	             	  1.638e-005 	
      3580.854	  3.490e-005 	             	
      3581.127	             	  1.633e-005 	
      3581.854	  3.510e-005 	             	
      3582.183	             	  1.687e-005 	
      3582.854	  3.500e-005 	             	
      3583.207	             	  1.672e-005 	
      3583.854	  3.580e-005 	             	
      3584.263	             	  1.681e-005 	
      3584.854	  3.670e-005 	             	
      3585.319	             	  1.709e-005 	
      3585.854	  3.660e-005 	             	
      3586.343	             	  1.672e-005 	
      3586.854	  3.720e-005 	             	
      3587.399	             	  1.652e-005 	
      3587.854	  3.660e-005 	             	
      3588.455	             	  1.671e-005 	
      3588.854	  3.680e-005 	             	
      3589.479	             	  1.635e-005 	
      3589.855	  3.610e-005 	             	
      3590.535	             	  1.662e-005 	
      3590.920	  3.740e-005 	             	
      3591.592	             	  1.687e-005 	
      3591.921	  3.660e-005 	             	
      3592.679	             	  1.677e-005 	
      3592.921	  3.720e-005 	             	
      3593.736	             	  1.636e-005 	
      3593.921	  3.610e-005 	             	
      3594.791	             	  1.628e-005 	
      3594.987	  3.600e-005 	             	
      3595.847	             	  1.580e-005 	
      3595.987	  3.550e-005 	             	
      3596.871	             	  1.571e-005 	
      3596.987	  3.550e-005 	             	
      3597.927	             	  1.568e-005 	
      3597.987	  3.540e-005 	             	
      3598.983	             	  1.560e-005 	
      3598.987	  3.550e-005 	             	
      3599.987	  3.560e-005 	             	
      3600.007	             	  1.559e-005 	
      3600.987	  3.570e-005 	             	
      3601.063	             	  1.555e-005 	
      3601.987	  3.570e-005 	             	
      3602.119	             	  1.548e-005 	
      3602.987	  3.570e-005 	             	
      3603.143	             	  1.553e-005 	
      3603.987	  3.570e-005 	             	
      3604.199	             	  1.556e-005 	
      3604.987	  3.570e-005 	             	
      3605.255	             	  1.544e-005 	
      3605.987	  3.570e-005 	             	
      3606.343	             	  1.542e-005 	
      3607.053	  3.570e-005 	             	
      3607.398	             	  1.540e-005 	
      3608.053	  3.580e-005 	             	
      3608.455	             	  1.524e-005 	
      3609.054	  3.580e-005 	             	
      3609.511	             	  1.521e-005 	
      3610.054	  3.580e-005 	             	
      3610.535	             	  1.520e-005 	
      3611.054	  3.590e-005 	             	
      3611.591	             	  1.518e-005 	
      3612.120	  3.600e-005 	             	
      3612.647	             	  1.529e-005 	
      3613.120	  3.590e-005 	             	
      3613.671	             	  1.540e-005 	
      3614.120	  3.580e-005 	             	
      3614.727	             	  1.532e-005 	
      3615.120	  3.590e-005 	             	
      3615.783	             	  1.525e-005 	
      3616.120	  3.600e-005 	             	
      3616.807	             	  1.520e-005 	
      3617.186	  3.600e-005 	             	
      3617.863	             	  1.517e-005 	
      3618.186	  3.600e-005 	             	
      3618.919	             	  1.511e-005 	
      3619.186	  3.610e-005 	             	
      3620.007	             	  1.517e-005 	
      3620.186	  3.600e-005 	             	
      3621.063	             	  1.502e-005 	
      3621.186	  3.620e-005 	             	
      3622.119	             	  1.500e-005 	
      3622.186	  3.620e-005 	             	
      3623.175	             	  1.503e-005 	
      3623.186	  3.620e-005 	             	
      3624.186	  3.620e-005 	             	
      3624.199	             	  1.504e-005 	
      3625.186	  3.620e-005 	             	
      3625.254	             	  1.509e-005 	
      3626.186	  3.610e-005 	             	
      3626.310	             	  1.521e-005 	
      3627.186	  3.630e-005 	             	
      3627.335	             	  1.503e-005 	
      3628.186	  3.630e-005 	             	
      3628.391	             	  1.492e-005 	
      3629.188	  3.630e-005 	             	
      3629.447	             	  1.493e-005 	
      3630.252	  3.630e-005 	             	
      3630.471	             	  1.489e-005 	
      3631.252	  3.630e-005 	             	
      3631.527	             	  1.491e-005 	
      3632.252	  3.640e-005 	             	
      3632.583	             	  1.480e-005 	
      3633.252	  3.650e-005 	             	
      3633.671	             	  1.481e-005 	
      3634.252	  3.650e-005 	             	
      3634.727	             	  1.478e-005 	
      3635.252	  3.690e-005 	             	
      3635.783	             	  1.466e-005 	
      3636.252	  3.700e-005 	             	
      3636.839	             	  1.479e-005 	
      3637.252	  3.720e-005 	             	
      3637.863	             	  1.483e-005 	
      3638.252	  3.760e-005 	             	
      3638.918	             	  1.484e-005 	
      3639.252	  3.780e-005 	             	
      3639.975	             	  1.520e-005 	
      3640.252	  3.750e-005 	             	
      3640.999	             	  1.520e-005 	
      3641.252	  3.760e-005 	             	
      3642.054	             	  1.489e-005 	
      3642.319	  3.760e-005 	             	
      3643.110	             	  1.533e-005 	
      3643.384	  3.740e-005 	             	
      3644.135	             	  1.522e-005 	
      3644.385	  3.820e-005 	             	
      3645.191	             	  1.512e-005 	
      3645.385	  3.800e-005 	             	
      3646.247	             	  1.505e-005 	
      3646.385	  3.840e-005 	             	
      3647.335	             	  1.509e-005 	
      3647.385	  3.880e-005 	             	
      3648.385	  3.880e-005 	             	
      3648.391	             	  1.508e-005 	
      3649.385	  3.880e-005 	             	
      3649.447	             	  1.504e-005 	
      3650.385	  3.880e-005 	             	
      3650.503	             	  1.506e-005 	
      3651.385	  3.870e-005 	             	
      3651.527	             	  1.493e-005 	
      3652.385	  3.770e-005 	             	
      3652.583	             	  1.446e-005 	
      3653.385	  3.870e-005 	             	
      3653.639	             	  1.486e-005 	
      3654.385	  3.880e-005 	             	
      3654.663	             	  1.487e-005 	
      3655.385	  3.860e-005 	             	
      3655.718	             	  1.460e-005 	
      3656.385	  3.860e-005 	             	
      3656.774	             	  1.460e-005 	
      3657.385	  3.880e-005 	             	
      3657.798	             	  1.459e-005 	
      3658.450	  3.910e-005 	             	
      3658.854	             	  1.459e-005 	
      3659.450	  3.910e-005 	             	
      3659.910	             	  1.442e-005 	
      3660.450	  3.900e-005 	             	
      3660.998	             	  1.458e-005 	
      3661.451	  3.920e-005 	             	
      3662.055	             	  1.465e-005 	
      3662.451	  3.910e-005 	             	
      3663.111	             	  1.458e-005 	
      3663.451	  3.910e-005 	             	
      3664.167	             	  1.472e-005 	
      3664.451	  3.880e-005 	             	
      3665.191	             	  1.454e-005 	
      3665.451	  3.910e-005 	             	
      3666.247	             	  1.458e-005 	
      3666.451	  3.910e-005 	             	
      3667.303	             	  1.437e-005 	
      3667.451	  3.910e-005 	             	
      3668.327	             	  1.418e-005 	
      3668.451	  3.870e-005 	             	
      3669.383	             	  1.410e-005 	
      3669.451	  3.850e-005 	             	
      3670.439	             	  1.415e-005 	
      3670.451	  3.880e-005 	             	
      3671.451	  3.870e-005 	             	
      3671.463	             	  1.403e-005 	
      3672.451	  3.870e-005 	             	
      3672.518	             	  1.405e-005 	
      3673.518	  3.920e-005 	             	
      3673.574	             	  1.430e-005 	
      3674.518	  3.910e-005 	             	
      3674.630	             	  1.413e-005 	
      3675.583	  3.880e-005 	             	
      3675.654	             	  1.397e-005 	
      3676.583	  3.850e-005 	             	
      3676.710	             	  1.371e-005 	
      3677.583	  3.860e-005 	             	
      3677.766	             	  1.368e-005 	
      3678.583	  3.860e-005 	             	
      3678.791	             	  1.371e-005 	
      3679.584	  3.860e-005 	             	
      3679.847	             	  1.380e-005 	
      3680.584	  3.810e-005 	             	
      3680.903	             	  1.348e-005 	
      3681.584	  3.790e-005 	             	
      3681.927	             	  1.343e-005 	
      3682.584	  3.790e-005 	             	
      3682.983	             	  1.338e-005 	
      3683.584	  3.800e-005 	             	
      3684.039	             	  1.333e-005 	
      3684.584	  3.810e-005 	             	
      3685.127	             	  1.332e-005 	
      3685.584	  3.810e-005 	             	
      3686.183	             	  1.323e-005 	
      3686.584	  3.810e-005 	             	
      3687.239	             	  1.335e-005 	
      3687.584	  3.850e-005 	             	
      3688.294	             	  1.354e-005 	
      3688.584	  3.850e-005 	             	
      3689.318	             	  1.364e-005 	
      3689.649	  3.920e-005 	             	
      3690.374	             	  1.367e-005 	
      3690.649	  3.960e-005 	             	
      3691.430	             	  1.361e-005 	
      3691.649	  3.910e-005 	             	
      3692.454	             	  1.381e-005 	
      3692.649	  3.940e-005 	             	
      3693.510	             	  1.372e-005 	
      3693.649	  3.990e-005 	             	
      3694.566	             	  1.343e-005 	
      3694.649	  3.970e-005 	             	
      3695.590	             	  1.373e-005 	
      3695.649	  4.020e-005 	             	
      3696.647	             	  1.367e-005 	
      3696.650	  4.030e-005 	             	
      3697.650	  4.030e-005 	             	
      3697.703	             	  1.356e-005 	
      3698.650	  4.000e-005 	             	
      3698.791	             	  1.354e-005 	
      3699.650	  3.960e-005 	             	
      3699.847	             	  1.338e-005 	
      3700.650	  3.940e-005 	             	
      3700.903	             	  1.325e-005 	
      3701.650	  3.960e-005 	             	
      3701.959	             	  1.328e-005 	
      3702.650	  3.980e-005 	             	
      3702.983	             	  1.370e-005 	
      3703.650	  4.000e-005 	             	
      3704.038	             	  1.384e-005 	
      3704.717	  3.930e-005 	             	
      3705.094	             	  1.363e-005 	
      3705.782	  3.960e-005 	             	
      3706.118	             	  1.316e-005 	
      3706.782	  3.910e-005 	             	
      3707.174	             	  1.315e-005 	
      3707.783	  3.940e-005 	             	
      3708.230	             	  1.300e-005 	
      3708.849	  3.930e-005 	             	
      3709.254	             	  1.284e-005 	
      3709.849	  3.900e-005 	             	
      3710.310	             	  1.288e-005 	
      3710.849	  3.870e-005 	             	
      3711.366	             	  1.286e-005 	
      3711.849	  3.890e-005 	             	
      3712.454	             	  1.276e-005 	
      3712.849	  3.880e-005 	             	
      3713.510	             	  1.275e-005 	
      3713.850	  3.970e-005 	             	
      3714.567	             	  1.265e-005 	
      3714.850	  3.880e-005 	             	
      3715.623	             	  1.257e-005 	
      3715.916	  3.890e-005 	             	
      3716.647	             	  1.254e-005 	
      3716.916	  3.900e-005 	             	
      3717.703	             	  1.249e-005 	
      3717.916	  3.890e-005 	             	
      3718.758	             	  1.246e-005 	
      3718.916	  3.910e-005 	             	
      3719.782	             	  1.243e-005 	
      3719.916	  3.900e-005 	             	
      3720.838	             	  1.248e-005 	
      3720.917	  3.910e-005 	             	
      3721.894	             	  1.255e-005 	
      3721.982	  3.920e-005 	             	
      3722.918	             	  1.256e-005 	
      3722.982	  3.910e-005 	             	
      3723.975	             	  1.251e-005 	
      3723.982	  3.910e-005 	             	
      3724.982	  3.900e-005 	             	
      3725.030	             	  1.250e-005 	
      3726.048	  3.930e-005 	             	
      3726.118	             	  1.240e-005 	
      3727.048	  3.920e-005 	             	
      3727.174	             	  1.234e-005 	
      3728.048	  3.910e-005 	             	
      3728.230	             	  1.227e-005 	
      3729.048	  3.910e-005 	             	
      3729.286	             	  1.226e-005 	
      3730.048	  3.920e-005 	             	
      3730.310	             	  1.221e-005 	
      3731.048	  3.910e-005 	             	
      3731.367	             	  1.221e-005 	
      3732.049	  3.920e-005 	             	
      3732.423	             	  1.215e-005 	
      3733.049	  3.940e-005 	             	
      3733.446	             	  1.209e-005 	
      3734.115	  3.920e-005 	             	
      3734.502	             	  1.223e-005 	
      3735.182	  3.910e-005 	             	
      3735.558	             	  1.239e-005 	
      3736.248	  3.910e-005 	             	
      3736.582	             	  1.237e-005 	
      3737.248	  3.920e-005 	             	
      3737.638	             	  1.218e-005 	
      3738.248	  3.950e-005 	             	
      3738.694	             	  1.223e-005 	
      3739.248	  3.940e-005 	             	
      3739.782	             	  1.209e-005 	
      3740.248	  3.940e-005 	             	
      3740.838	             	  1.203e-005 	
      3741.248	  3.940e-005 	             	
      3741.894	             	  1.203e-005 	
      3742.248	  3.960e-005 	             	
      3742.950	             	  1.198e-005 	
      3743.248	  3.960e-005 	             	
      3743.974	             	  1.221e-005 	
      3744.248	  3.970e-005 	             	
      3745.030	             	  1.192e-005 	
      3745.314	  4.010e-005 	             	
      3746.086	             	  1.198e-005 	
      3746.314	  4.010e-005 	             	
      3747.110	             	  1.222e-005 	
      3747.314	  4.010e-005 	             	
      3748.165	             	  1.235e-005 	
      3748.314	  4.100e-005 	             	
      3749.222	             	  1.210e-005 	
      3749.315	  4.080e-005 	             	
      3750.246	             	  1.200e-005 	
      3750.315	  4.060e-005 	             	
      3751.302	             	  1.200e-005 	
      3751.315	  4.070e-005 	             	
      3752.358	             	  1.204e-005 	
      3752.381	  4.010e-005 	             	
      3753.381	  4.070e-005 	             	
      3753.446	             	  1.220e-005 	
      3754.381	  4.120e-005 	             	
      3754.502	             	  1.239e-005 	
      3755.447	  4.110e-005 	             	
      3755.558	             	  1.252e-005 	
      3756.447	  4.120e-005 	             	
      3756.614	             	  1.240e-005 	
      3757.447	  4.130e-005 	             	
      3757.638	             	  1.248e-005 	
      3758.447	  4.150e-005 	             	
      3758.694	             	  1.247e-005 	
      3759.447	  4.150e-005 	             	
      3759.750	             	  1.235e-005 	
      3760.448	  4.170e-005 	             	
      3760.774	             	  1.221e-005 	
      3761.514	  4.180e-005 	             	
      3761.830	             	  1.223e-005 	
      3762.514	  4.150e-005 	             	
      3762.886	             	  1.247e-005 	
      3763.514	  4.170e-005 	             	
      3763.910	             	  1.230e-005 	
      3764.514	  4.170e-005 	             	
      3764.966	             	  1.217e-005 	
      3765.579	  4.180e-005 	             	
      3766.021	             	  1.209e-005 	
      3766.580	  4.180e-005 	             	
      3767.110	             	  1.200e-005 	
      3767.580	  4.210e-005 	             	
      3768.166	             	  1.195e-005 	
      3768.580	  4.180e-005 	             	
      3769.222	             	  1.193e-005 	
      3769.580	  4.200e-005 	             	
      3770.278	             	  1.185e-005 	
      3770.580	  4.210e-005 	             	
      3771.302	             	  1.181e-005 	
      3771.580	  4.220e-005 	             	
      3772.358	             	  1.180e-005 	
      3772.580	  4.200e-005 	             	
      3773.414	             	  1.155e-005 	
      3773.580	  4.160e-005 	             	
      3774.438	             	  1.148e-005 	
      3774.580	  4.110e-005 	             	
      3775.494	             	  1.151e-005 	
      3775.580	  4.090e-005 	             	
      3776.550	             	  1.217e-005 	
      3776.580	  4.080e-005 	             	
      3777.574	             	  1.203e-005 	
      3777.580	  3.990e-005 	             	
      3778.580	  4.110e-005 	             	
      3778.630	             	  1.195e-005 	
      3779.580	  4.120e-005 	             	
      3779.686	             	  1.171e-005 	
      3780.580	  4.060e-005 	             	
      3780.742	             	  1.174e-005 	
      3781.580	  4.110e-005 	             	
      3781.765	             	  1.187e-005 	
      3782.580	  4.040e-005 	             	
      3782.821	             	  1.168e-005 	
      3783.645	  4.090e-005 	             	
      3783.878	             	  1.156e-005 	
      3784.646	  4.120e-005 	             	
      3784.902	             	  1.143e-005 	
      3785.646	  4.050e-005 	             	
      3785.958	             	  1.143e-005 	
      3786.646	  4.080e-005 	             	
      3787.014	             	  1.120e-005 	
      3787.646	  4.050e-005 	             	
      3788.038	             	  1.106e-005 	
      3788.646	  4.060e-005 	             	
      3789.094	             	  1.099e-005 	
      3789.646	  4.060e-005 	             	
      3790.150	             	  1.102e-005 	
      3790.646	  4.090e-005 	             	
      3791.238	             	  1.094e-005 	
      3791.646	  4.060e-005 	             	
      3792.294	             	  1.095e-005 	
      3792.646	  4.060e-005 	             	
      3793.350	             	  1.091e-005 	
      3793.647	  4.060e-005 	             	
      3794.438	             	  1.093e-005 	
      3794.712	  4.060e-005 	             	
      3795.494	             	  1.080e-005 	
      3795.712	  4.060e-005 	             	
      3796.549	             	  1.078e-005 	
      3796.779	  4.060e-005 	             	
      3797.605	             	  1.075e-005 	
      3797.779	  4.060e-005 	             	
      3798.629	             	  1.091e-005 	
      3798.779	  4.060e-005 	             	
      3799.685	             	  1.081e-005 	
      3799.845	  4.060e-005 	             	
      3800.741	             	  1.073e-005 	
      3800.845	  4.070e-005 	             	
      3801.766	             	  1.075e-005 	
      3801.846	  4.090e-005 	             	
      3802.822	             	  1.072e-005 	
      3802.846	  4.080e-005 	             	
      3803.846	  4.080e-005 	             	
      3803.878	             	  1.071e-005 	
      3804.902	             	  1.083e-005 	
      3804.912	  4.060e-005 	             	
      3805.912	  4.090e-005 	             	
      3805.958	             	  1.071e-005 	
      3806.912	  4.090e-005 	             	
      3807.014	             	  1.063e-005 	
      3807.912	  4.090e-005 	             	
      3808.070	             	  1.060e-005 	
      3808.912	  4.090e-005 	             	
      3809.094	             	  1.054e-005 	
      3809.912	  4.100e-005 	             	
      3810.150	             	  1.047e-005 	
      3810.912	  4.100e-005 	             	
      3811.206	             	  1.045e-005 	
      3811.912	  4.100e-005 	             	
      3812.229	             	  1.047e-005 	
      3812.912	  4.060e-005 	             	
      3813.285	             	  1.086e-005 	
      3813.912	  4.070e-005 	             	
      3814.341	             	  1.067e-005 	
      3814.977	  4.070e-005 	             	
      3815.365	             	  1.061e-005 	
      3815.977	  4.090e-005 	             	
      3816.421	             	  1.049e-005 	
      3816.977	  4.090e-005 	             	
      3817.477	             	  1.048e-005 	
      3817.977	  4.110e-005 	             	
      3818.565	             	  1.048e-005 	
      3818.978	  4.110e-005 	             	
      3819.622	             	  1.059e-005 	
      3819.978	  4.090e-005 	             	
      3820.678	             	  1.057e-005 	
      3820.978	  4.120e-005 	             	
      3821.734	             	  1.102e-005 	
      3821.978	  4.280e-005 	             	
      3822.758	             	  1.072e-005 	
      3822.978	  4.300e-005 	             	
      3823.814	             	  1.092e-005 	
      3823.978	  4.370e-005 	             	
      3824.870	             	  1.098e-005 	
      3824.978	  4.370e-005 	             	
      3825.893	             	  1.093e-005 	
      3825.978	  4.380e-005 	             	
      3826.949	             	  1.086e-005 	
      3826.978	  4.390e-005 	             	
      3827.978	  4.390e-005 	             	
      3828.005	             	  1.079e-005 	
      3828.978	  4.390e-005 	             	
      3829.029	             	  1.081e-005 	
      3830.044	  4.390e-005 	             	
      3830.085	             	  1.079e-005 	
      3831.044	  4.400e-005 	             	
      3831.141	             	  1.079e-005 	
      3832.044	  4.390e-005 	             	
      3832.229	             	  1.070e-005 	
      3833.044	  4.410e-005 	             	
      3833.285	             	  1.073e-005 	
      3834.110	  4.420e-005 	             	
      3834.341	             	  1.066e-005 	
      3835.110	  4.420e-005 	             	
      3835.397	             	  1.061e-005 	
      3836.110	  4.420e-005 	             	
      3836.422	             	  1.056e-005 	
      3837.111	  4.410e-005 	             	
      3837.478	             	  1.065e-005 	
      3838.111	  4.380e-005 	             	
      3838.534	             	  1.055e-005 	
      3839.111	  4.340e-005 	             	
      3839.558	             	  1.057e-005 	
      3840.111	  4.340e-005 	             	
      3840.615	             	  1.048e-005 	
      3841.111	  4.310e-005 	             	
      3841.670	             	  1.031e-005 	
      3842.111	  4.310e-005 	             	
      3842.693	             	  1.004e-005 	
      3843.111	  4.310e-005 	             	
      3843.749	             	  9.880e-006 	
      3844.111	  4.310e-005 	             	
      3844.805	             	  1.022e-005 	
      3845.176	  4.330e-005 	             	
      3845.893	             	  1.008e-005 	
      3846.178	  4.390e-005 	             	
      3846.949	             	  9.780e-006 	
      3847.243	  4.180e-005 	             	
      3848.005	             	  9.860e-006 	
      3848.243	  4.200e-005 	             	
      3849.061	             	  9.920e-006 	
      3849.243	  4.180e-005 	             	
      3850.085	             	  9.840e-006 	
      3850.243	  4.190e-005 	             	
      3851.141	             	  1.015e-005 	
      3851.243	  4.360e-005 	             	
