;PC Software:StarLab Version 2.11 Build 2
;Logged:21/10/2022 at 13:34:39
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 21/10/2022 at 13:34:39.238000
  Timestamp   	  Channel A  	  Channel B  	
      1793.652	             	  8.890e-005 	
      1793.861	  2.290e-005 	             	
      1794.708	             	  8.900e-005 	
      1794.861	  2.270e-005 	             	
      1795.764	             	  8.890e-005 	
      1795.861	  2.270e-005 	             	
      1796.820	             	  8.890e-005 	
      1796.861	  2.250e-005 	             	
      1797.844	             	  8.890e-005 	
      1797.861	  2.240e-005 	             	
      1798.900	             	  8.890e-005 	
      1798.927	  2.240e-005 	             	
      1799.927	  2.240e-005 	             	
      1799.956	             	  8.890e-005 	
      1800.927	  2.210e-005 	             	
      1800.980	             	  8.880e-005 	
      1801.927	  2.210e-005 	             	
      1802.036	             	  8.880e-005 	
      1802.927	  2.210e-005 	             	
      1803.092	             	  8.880e-005 	
      1803.927	  2.270e-005 	             	
      1804.115	             	  8.910e-005 	
      1804.993	  2.260e-005 	             	
      1805.171	             	  8.900e-005 	
      1805.993	  2.250e-005 	             	
      1806.227	             	  8.890e-005 	
      1806.993	  2.230e-005 	             	
      1807.315	             	  8.880e-005 	
      1807.993	  2.210e-005 	             	
      1808.372	             	  8.870e-005 	
      1808.993	  2.200e-005 	             	
      1809.428	             	  8.880e-005 	
      1809.993	  2.190e-005 	             	
      1810.484	             	  8.880e-005 	
      1810.994	  2.180e-005 	             	
      1811.508	             	  8.880e-005 	
      1812.060	  2.180e-005 	             	
      1812.564	             	  8.870e-005 	
      1813.060	  2.170e-005 	             	
      1813.620	             	  8.880e-005 	
      1814.060	  2.160e-005 	             	
      1814.644	             	  8.870e-005 	
      1815.060	  2.150e-005 	             	
      1815.700	             	  8.870e-005 	
      1816.060	  2.140e-005 	             	
      1816.756	             	  8.870e-005 	
      1817.060	  2.140e-005 	             	
      1817.780	             	  8.860e-005 	
      1818.060	  2.150e-005 	             	
      1818.836	             	  8.860e-005 	
      1819.060	  2.130e-005 	             	
      1819.891	             	  8.860e-005 	
      1820.060	  2.120e-005 	             	
      1820.980	             	  8.860e-005 	
      1821.125	  2.120e-005 	             	
      1822.035	             	  8.870e-005 	
      1822.125	  2.120e-005 	             	
      1823.091	             	  8.850e-005 	
      1823.125	  2.110e-005 	             	
      1824.125	  2.120e-005 	             	
      1824.147	             	  8.840e-005 	
      1825.125	  2.090e-005 	             	
      1825.171	             	  8.850e-005 	
      1826.126	  2.103e-005 	             	
      1826.228	             	  8.840e-005 	
      1827.126	  2.073e-005 	             	
      1827.284	             	  8.840e-005 	
      1828.126	  2.072e-005 	             	
      1828.308	             	  8.840e-005 	
      1829.126	  2.124e-005 	             	
      1829.364	             	  8.860e-005 	
      1830.126	  2.137e-005 	             	
      1830.420	             	  8.870e-005 	
      1831.126	  2.093e-005 	             	
      1831.444	             	  8.850e-005 	
      1832.126	  2.084e-005 	             	
      1832.500	             	  8.850e-005 	
      1833.126	  2.077e-005 	             	
      1833.556	             	  8.850e-005 	
      1834.126	  2.049e-005 	             	
      1834.644	             	  8.840e-005 	
      1835.126	  2.033e-005 	             	
      1835.699	             	  8.840e-005 	
      1836.126	  2.026e-005 	             	
      1836.755	             	  8.830e-005 	
      1837.126	  2.023e-005 	             	
      1837.811	             	  8.820e-005 	
      1838.192	  2.010e-005 	             	
      1838.835	             	  8.820e-005 	
      1839.258	  1.994e-005 	             	
      1839.891	             	  8.830e-005 	
      1840.258	  1.981e-005 	             	
      1840.947	             	  8.820e-005 	
      1841.258	  1.987e-005 	             	
      1841.971	             	  9.030e-005 	
      1842.258	  2.007e-005 	             	
      1843.028	             	  8.820e-005 	
      1843.259	  1.980e-005 	             	
      1844.084	             	  8.940e-005 	
      1844.259	  1.981e-005 	             	
      1845.108	             	  8.940e-005 	
      1845.259	  1.987e-005 	             	
      1846.164	             	  9.040e-005 	
      1846.259	  2.018e-005 	             	
      1847.220	             	  9.060e-005 	
      1847.259	  2.011e-005 	             	
      1848.259	  1.939e-005 	             	
      1848.308	             	  8.810e-005 	
      1849.259	  1.963e-005 	             	
      1849.364	             	  8.950e-005 	
      1850.259	  1.985e-005 	             	
      1850.419	             	  8.980e-005 	
      1851.259	  1.918e-005 	             	
      1851.475	             	  8.950e-005 	
      1852.259	  1.924e-005 	             	
      1852.507	             	  9.140e-005 	
      1853.324	  1.949e-005 	             	
      1853.555	             	  9.060e-005 	
      1854.324	  1.929e-005 	             	
      1854.611	             	  8.930e-005 	
      1855.324	  1.900e-005 	             	
      1855.635	             	  9.150e-005 	
      1856.324	  1.913e-005 	             	
      1856.691	             	  8.980e-005 	
      1857.324	  1.922e-005 	             	
      1857.747	             	  8.890e-005 	
      1858.324	  1.910e-005 	             	
      1858.771	             	  9.030e-005 	
      1859.324	  1.926e-005 	             	
      1859.827	             	  8.880e-005 	
      1860.324	  1.922e-005 	             	
      1860.884	             	  8.900e-005 	
      1861.325	  1.837e-005 	             	
      1861.940	             	  8.780e-005 	
      1862.325	  1.881e-005 	             	
      1862.964	             	  9.180e-005 	
      1863.325	  1.931e-005 	             	
      1864.020	             	  9.170e-005 	
      1864.325	  1.921e-005 	             	
      1865.076	             	  9.180e-005 	
      1865.325	  1.912e-005 	             	
      1866.099	             	  9.170e-005 	
      1866.325	  1.937e-005 	             	
      1867.155	             	  9.160e-005 	
      1867.391	  1.905e-005 	             	
      1868.211	             	  9.130e-005 	
      1868.391	  1.920e-005 	             	
      1869.235	             	  9.180e-005 	
      1869.457	  1.909e-005 	             	
      1870.291	             	  9.170e-005 	
      1870.457	  1.889e-005 	             	
      1871.347	             	  9.160e-005 	
      1871.457	  1.888e-005 	             	
      1872.435	             	  8.770e-005 	
      1872.457	  1.850e-005 	             	
      1873.457	  1.868e-005 	             	
      1873.491	             	  9.080e-005 	
      1874.457	  1.791e-005 	             	
      1874.547	             	  8.750e-005 	
      1875.457	  1.802e-005 	             	
      1875.603	             	  8.880e-005 	
      1876.457	  1.798e-005 	             	
      1876.627	             	  8.900e-005 	
      1877.457	  1.780e-005 	             	
      1877.683	             	  8.740e-005 	
      1878.458	  1.758e-005 	             	
      1878.740	             	  8.850e-005 	
      1879.458	  1.765e-005 	             	
      1879.764	             	  8.830e-005 	
      1880.458	  1.776e-005 	             	
      1880.820	             	  8.840e-005 	
      1881.458	  1.769e-005 	             	
      1881.875	             	  8.990e-005 	
      1882.458	  1.822e-005 	             	
      1882.899	             	  9.120e-005 	
      1883.523	  1.823e-005 	             	
      1883.955	             	  8.880e-005 	
      1884.523	  1.806e-005 	             	
      1885.011	             	  9.070e-005 	
      1885.523	  1.775e-005 	             	
      1886.099	             	  9.090e-005 	
      1886.523	  1.781e-005 	             	
      1887.155	             	  9.110e-005 	
      1887.523	  1.749e-005 	             	
      1888.211	             	  8.990e-005 	
      1888.523	  1.768e-005 	             	
      1889.299	             	  9.130e-005 	
      1889.523	  1.770e-005 	             	
      1890.355	             	  9.150e-005 	
      1890.523	  1.757e-005 	             	
      1891.411	             	  9.110e-005 	
      1891.523	  1.751e-005 	             	
      1892.467	             	  9.120e-005 	
      1892.523	  1.749e-005 	             	
      1893.491	             	  9.110e-005 	
      1893.523	  1.743e-005 	             	
      1894.523	  1.742e-005 	             	
      1894.547	             	  9.120e-005 	
      1895.524	  1.741e-005 	             	
      1895.603	             	  9.130e-005 	
      1896.524	  1.724e-005 	             	
      1896.628	             	  9.110e-005 	
      1897.524	  1.722e-005 	             	
      1897.683	             	  9.120e-005 	
      1898.524	  1.713e-005 	             	
      1898.739	             	  9.120e-005 	
      1899.589	  1.706e-005 	             	
      1899.763	             	  9.120e-005 	
      1900.589	  1.695e-005 	             	
      1900.819	             	  9.110e-005 	
      1901.589	  1.687e-005 	             	
      1901.875	             	  9.100e-005 	
      1902.589	  1.693e-005 	             	
      1902.931	             	  9.100e-005 	
      1903.589	  1.688e-005 	             	
      1903.955	             	  9.120e-005 	
      1904.589	  1.664e-005 	             	
      1905.011	             	  9.030e-005 	
      1905.589	  1.674e-005 	             	
      1906.067	             	  9.090e-005 	
      1906.589	  1.665e-005 	             	
      1907.091	             	  9.120e-005 	
      1907.589	  1.667e-005 	             	
      1908.147	             	  9.100e-005 	
      1908.589	  1.652e-005 	             	
      1909.203	             	  9.100e-005 	
      1909.589	  1.664e-005 	             	
      1910.227	             	  9.090e-005 	
      1910.589	  1.649e-005 	             	
      1911.283	             	  9.100e-005 	
      1911.589	  1.646e-005 	             	
      1912.338	             	  9.090e-005 	
      1912.589	  1.640e-005 	             	
      1913.427	             	  9.090e-005 	
      1913.590	  1.630e-005 	             	
      1914.483	             	  9.100e-005 	
      1914.590	  1.617e-005 	             	
      1915.539	             	  9.100e-005 	
      1915.656	  1.610e-005 	             	
      1916.595	             	  9.100e-005 	
      1916.656	  1.604e-005 	             	
      1917.619	             	  9.050e-005 	
      1917.722	  1.584e-005 	             	
      1918.675	             	  9.070e-005 	
      1918.722	  1.588e-005 	             	
      1919.722	  1.626e-005 	             	
      1919.731	             	  9.090e-005 	
      1920.722	  1.604e-005 	             	
      1920.755	             	  9.090e-005 	
      1921.722	  1.620e-005 	             	
      1921.811	             	  9.110e-005 	
      1922.722	  1.614e-005 	             	
      1922.867	             	  8.930e-005 	
      1923.722	  1.598e-005 	             	
      1923.891	             	  9.100e-005 	
      1924.722	  1.600e-005 	             	
      1924.947	             	  9.050e-005 	
      1925.722	  1.622e-005 	             	
      1926.003	             	  8.940e-005 	
      1926.722	  1.618e-005 	             	
      1927.091	             	  9.040e-005 	
      1927.722	  1.582e-005 	             	
      1928.147	             	  9.090e-005 	
      1928.722	  1.572e-005 	             	
      1929.202	             	  9.080e-005 	
      1929.787	  1.564e-005 	             	
      1930.258	             	  9.070e-005 	
      1930.788	  1.546e-005 	             	
      1931.283	             	  9.060e-005 	
      1931.788	  1.557e-005 	             	
      1932.339	             	  9.040e-005 	
      1932.788	  1.566e-005 	             	
      1933.395	             	  8.920e-005 	
      1933.788	  1.543e-005 	             	
      1934.419	             	  9.040e-005 	
      1934.788	  1.558e-005 	             	
      1935.475	             	  9.050e-005 	
      1935.788	  1.579e-005 	             	
      1936.531	             	  9.040e-005 	
      1936.788	  1.533e-005 	             	
      1937.555	             	  8.830e-005 	
      1937.788	  1.504e-005 	             	
      1938.611	             	  9.040e-005 	
      1938.788	  1.519e-005 	             	
      1939.667	             	  9.030e-005 	
      1939.788	  1.508e-005 	             	
      1940.755	             	  9.010e-005 	
      1940.788	  1.500e-005 	             	
      1941.788	  1.489e-005 	             	
      1941.811	             	  8.990e-005 	
      1942.788	  1.489e-005 	             	
      1942.867	             	  9.010e-005 	
      1943.788	  1.492e-005 	             	
      1943.922	             	  9.000e-005 	
      1944.855	  1.472e-005 	             	
      1944.946	             	  8.950e-005 	
      1945.921	  1.468e-005 	             	
      1946.002	             	  8.970e-005 	
      1946.987	  1.454e-005 	             	
      1947.058	             	  8.940e-005 	
      1947.988	  1.449e-005 	             	
      1948.083	             	  8.980e-005 	
      1948.988	  1.438e-005 	             	
      1949.139	             	  8.910e-005 	
      1949.988	  1.418e-005 	             	
      1950.195	             	  8.860e-005 	
      1950.988	  1.427e-005 	             	
      1951.219	             	  8.840e-005 	
      1951.988	  1.421e-005 	             	
      1952.275	             	  8.890e-005 	
      1952.988	  1.438e-005 	             	
      1953.331	             	  8.880e-005 	
      1953.988	  1.412e-005 	             	
      1954.419	             	  8.760e-005 	
      1954.988	  1.397e-005 	             	
      1955.475	             	  8.720e-005 	
      1955.988	  1.382e-005 	             	
      1956.531	             	  8.780e-005 	
      1957.054	  1.372e-005 	             	
      1957.587	             	  8.710e-005 	
      1958.054	  1.368e-005 	             	
      1958.610	             	  8.690e-005 	
      1959.054	  1.350e-005 	             	
      1959.667	             	  8.810e-005 	
      1960.054	  1.395e-005 	             	
      1960.722	             	  8.650e-005 	
      1961.121	  1.382e-005 	             	
      1961.746	             	  8.810e-005 	
      1962.186	  1.391e-005 	             	
      1962.802	             	  8.720e-005 	
      1963.186	  1.366e-005 	             	
      1963.858	             	  8.680e-005 	
      1964.186	  1.363e-005 	             	
      1964.882	             	  8.730e-005 	
      1965.186	  1.381e-005 	             	
      1965.939	             	  8.860e-005 	
      1966.187	  1.373e-005 	             	
      1966.995	             	  8.770e-005 	
      1967.187	  1.358e-005 	             	
      1968.083	             	  8.920e-005 	
      1968.187	  1.356e-005 	             	
      1969.139	             	  8.850e-005 	
      1969.187	  1.373e-005 	             	
      1970.187	  1.353e-005 	             	
      1970.195	             	  8.870e-005 	
      1971.187	  1.351e-005 	             	
      1971.251	             	  8.870e-005 	
      1972.187	  1.332e-005 	             	
      1972.275	             	  8.770e-005 	
      1973.187	  1.328e-005 	             	
      1973.330	             	  8.820e-005 	
      1974.187	  1.301e-005 	             	
      1974.386	             	  8.730e-005 	
      1975.187	  1.309e-005 	             	
      1975.410	             	  8.780e-005 	
      1976.253	  1.310e-005 	             	
      1976.466	             	  8.760e-005 	
      1977.253	  1.320e-005 	             	
      1977.522	             	  8.740e-005 	
      1978.319	  1.294e-005 	             	
      1978.546	             	  8.560e-005 	
      1979.319	  1.287e-005 	             	
      1979.602	             	  8.710e-005 	
      1980.319	  1.275e-005 	             	
      1980.658	             	  8.520e-005 	
      1981.319	  1.255e-005 	             	
      1981.714	             	  8.780e-005 	
      1982.319	  1.249e-005 	             	
      1982.738	             	  8.540e-005 	
      1983.320	  1.241e-005 	             	
      1983.795	             	  8.500e-005 	
      1984.320	  1.230e-005 	             	
      1984.851	             	  8.500e-005 	
      1985.320	  1.226e-005 	             	
      1985.875	             	  8.610e-005 	
      1986.320	  1.243e-005 	             	
      1986.931	             	  8.540e-005 	
      1987.320	  1.276e-005 	             	
      1987.987	             	  8.670e-005 	
      1988.320	  1.251e-005 	             	
      1989.011	             	  8.640e-005 	
      1989.320	  1.247e-005 	             	
      1990.067	             	  8.670e-005 	
      1990.320	  1.252e-005 	             	
      1991.122	             	  8.600e-005 	
      1991.320	  1.241e-005 	             	
      1992.210	             	  8.710e-005 	
      1992.320	  1.234e-005 	             	
      1993.266	             	  8.720e-005 	
      1993.385	  1.242e-005 	             	
      1994.322	             	  8.730e-005 	
      1994.385	  1.214e-005 	             	
      1995.378	             	  8.590e-005 	
      1995.385	  1.211e-005 	             	
      1996.385	  1.212e-005 	             	
      1996.402	             	  8.660e-005 	
      1997.385	  1.200e-005 	             	
      1997.458	             	  8.620e-005 	
      1998.385	  1.197e-005 	             	
      1998.514	             	  8.670e-005 	
      1999.385	  1.204e-005 	             	
      1999.538	             	  8.670e-005 	
      2000.386	  1.189e-005 	             	
      2000.595	             	  8.630e-005 	
      2001.386	  1.184e-005 	             	
      2001.651	             	  8.660e-005 	
      2002.386	  1.199e-005 	             	
      2002.675	             	  8.770e-005 	
      2003.386	  1.183e-005 	             	
      2003.731	             	  8.660e-005 	
      2004.386	  1.180e-005 	             	
      2004.787	             	  8.640e-005 	
      2005.386	  1.193e-005 	             	
      2005.874	             	  8.670e-005 	
      2006.386	  1.201e-005 	             	
      2006.930	             	  8.690e-005 	
      2007.386	  1.159e-005 	             	
      2007.986	             	  8.510e-005 	
      2008.386	  1.163e-005 	             	
      2009.042	             	  8.420e-005 	
      2009.451	  1.158e-005 	             	
      2010.066	             	  8.540e-005 	
      2010.451	  1.162e-005 	             	
      2011.122	             	  8.490e-005 	
      2011.451	  1.151e-005 	             	
      2012.178	             	  8.400e-005 	
      2012.451	  1.135e-005 	             	
      2013.202	             	  8.400e-005 	
      2013.451	  1.121e-005 	             	
      2014.258	             	  8.370e-005 	
      2014.451	  1.127e-005 	             	
      2015.314	             	  8.370e-005 	
      2015.451	  1.117e-005 	             	
      2016.338	             	  8.360e-005 	
      2016.451	  1.108e-005 	             	
      2017.394	             	  8.360e-005 	
      2017.451	  1.127e-005 	             	
      2018.451	             	  8.360e-005 	
      2018.452	  1.103e-005 	             	
      2019.452	  1.091e-005 	             	
      2019.539	             	  8.360e-005 	
      2020.452	  1.091e-005 	             	
      2020.595	             	  8.360e-005 	
      2021.452	  1.084e-005 	             	
      2021.650	             	  8.350e-005 	
      2022.452	  1.094e-005 	             	
      2022.738	             	  8.340e-005 	
      2023.452	  1.145e-005 	             	
      2023.794	             	  8.350e-005 	
      2024.518	  1.102e-005 	             	
      2024.850	             	  8.350e-005 	
      2025.518	  1.097e-005 	             	
      2025.906	             	  8.340e-005 	
      2026.584	  1.087e-005 	             	
      2026.930	             	  8.340e-005 	
      2027.584	  1.075e-005 	             	
      2027.986	             	  8.330e-005 	
      2028.584	  1.078e-005 	             	
      2029.042	             	  8.330e-005 	
      2029.584	  1.076e-005 	             	
      2030.066	             	  8.380e-005 	
      2030.584	  1.064e-005 	             	
      2031.122	             	  8.350e-005 	
      2031.584	  1.096e-005 	             	
      2032.178	             	  8.350e-005 	
      2032.584	  1.075e-005 	             	
      2033.202	             	  8.340e-005 	
      2033.584	  1.057e-005 	             	
      2034.258	             	  8.430e-005 	
      2034.584	  1.073e-005 	             	
      2035.314	             	  8.350e-005 	
      2035.585	  1.055e-005 	             	
      2036.370	             	  8.360e-005 	
      2036.585	  1.043e-005 	             	
      2037.395	             	  8.330e-005 	
      2037.585	  1.033e-005 	             	
      2038.450	             	  8.310e-005 	
      2038.651	  1.024e-005 	             	
      2039.506	             	  8.300e-005 	
      2039.717	  1.014e-005 	             	
      2040.532	             	  8.300e-005 	
      2040.717	  1.012e-005 	             	
      2041.586	             	  8.290e-005 	
      2041.717	  1.009e-005 	             	
      2042.642	             	  8.290e-005 	
      2042.717	  1.005e-005 	             	
      2043.666	             	  8.290e-005 	
      2043.717	  9.990e-006 	             	
      2044.717	  1.005e-005 	             	
      2044.722	             	  8.340e-005 	
      2045.717	  9.940e-006 	             	
      2045.778	             	  8.290e-005 	
      2046.717	  9.900e-006 	             	
      2046.866	             	  8.280e-005 	
      2047.717	  9.840e-006 	             	
      2047.922	             	  8.290e-005 	
      2048.717	  9.800e-006 	             	
      2048.978	             	  8.270e-005 	
      2049.717	  9.790e-006 	             	
      2050.034	             	  8.270e-005 	
      2050.717	  9.710e-006 	             	
      2051.058	             	  8.290e-005 	
      2051.717	  9.670e-006 	             	
      2052.113	             	  8.290e-005 	
      2052.717	  9.600e-006 	             	
      2053.170	             	  8.260e-005 	
      2053.718	  9.620e-006 	             	
      2054.194	             	  8.250e-005 	
      2054.783	  9.680e-006 	             	
      2055.250	             	  8.250e-005 	
      2055.783	  9.610e-006 	             	
      2056.306	             	  8.250e-005 	
      2056.783	  9.490e-006 	             	
      2057.330	             	  8.240e-005 	
      2057.783	  9.450e-006 	             	
      2058.386	             	  8.240e-005 	
      2058.783	  9.510e-006 	             	
      2059.442	             	  8.280e-005 	
      2059.783	  9.450e-006 	             	
      2060.530	             	  8.260e-005 	
      2060.784	  9.520e-006 	             	
      2061.586	             	  8.230e-005 	
      2061.850	  9.420e-006 	             	
      2062.642	             	  8.220e-005 	
      2062.850	  9.540e-006 	             	
      2063.698	             	  8.220e-005 	
      2063.850	  9.560e-006 	             	
      2064.722	             	  8.220e-005 	
      2064.850	  9.520e-006 	             	
      2065.778	             	  8.230e-005 	
      2065.916	  9.390e-006 	             	
      2066.834	             	  8.240e-005 	
      2066.916	  9.330e-006 	             	
      2067.858	             	  8.220e-005 	
      2067.916	  9.180e-006 	             	
      2068.913	             	  8.220e-005 	
      2068.916	  9.210e-006 	             	
      2069.969	             	  8.210e-005 	
      2069.983	  9.120e-006 	             	
      2070.983	  8.970e-006 	             	
      2070.994	             	  8.190e-005 	
      2071.983	  9.000e-006 	             	
      2072.050	             	  8.200e-005 	
      2072.983	  8.930e-006 	             	
      2073.106	             	  8.190e-005 	
      2073.983	  8.930e-006 	             	
      2074.194	             	  8.180e-005 	
      2074.983	  8.840e-006 	             	
      2075.250	             	  8.170e-005 	
      2076.049	  8.810e-006 	             	
      2076.306	             	  8.170e-005 	
      2077.049	  8.780e-006 	             	
      2077.362	             	  8.160e-005 	
      2078.049	  8.750e-006 	             	
      2078.386	             	  8.160e-005 	
      2079.049	  8.660e-006 	             	
      2079.442	             	  8.160e-005 	
      2080.049	  8.660e-006 	             	
      2080.498	             	  8.150e-005 	
      2081.050	  8.580e-006 	             	
      2081.522	             	  8.150e-005 	
      2082.116	  8.570e-006 	             	
      2082.578	             	  8.150e-005 	
      2083.116	  8.530e-006 	             	
      2083.634	             	  8.140e-005 	
      2084.116	  8.480e-006 	             	
      2084.658	             	  8.140e-005 	
      2085.116	  8.460e-006 	             	
      2085.713	             	  8.130e-005 	
      2086.181	  8.410e-006 	             	
      2086.769	             	  8.120e-005 	
      2087.181	  8.390e-006 	             	
      2087.858	             	  8.120e-005 	
      2088.182	  8.340e-006 	             	
      2088.914	             	  8.110e-005 	
      2089.182	  8.370e-006 	             	
      2089.970	             	  8.110e-005 	
      2090.182	  8.450e-006 	             	
      2091.026	             	  8.110e-005 	
      2091.182	  8.400e-006 	             	
      2092.050	             	  8.100e-005 	
      2092.182	  8.320e-006 	             	
      2093.106	             	  8.100e-005 	
      2093.182	  8.230e-006 	             	
      2094.162	             	  8.100e-005 	
      2094.182	  8.240e-006 	             	
      2095.182	  8.220e-006 	             	
      2095.186	             	  8.090e-005 	
      2096.182	  8.180e-006 	             	
      2096.242	             	  8.090e-005 	
      2097.182	  8.150e-006 	             	
      2097.298	             	  8.090e-005 	
      2098.182	  8.100e-006 	             	
      2098.322	             	  8.090e-005 	
      2099.182	  8.060e-006 	             	
      2099.377	             	  8.090e-005 	
      2100.182	  8.050e-006 	             	
      2100.433	             	  8.080e-005 	
      2101.248	  8.030e-006 	             	
      2101.521	             	  8.080e-005 	
      2102.314	  8.100e-006 	             	
      2102.577	             	  8.070e-005 	
      2103.314	  8.010e-006 	             	
      2103.633	             	  8.070e-005 	
      2104.314	  7.980e-006 	             	
      2104.689	             	  8.070e-005 	
      2105.315	  7.900e-006 	             	
      2105.714	             	  8.060e-005 	
      2106.315	  7.880e-006 	             	
      2106.770	             	  8.070e-005 	
      2107.315	  7.840e-006 	             	
      2107.826	             	  8.060e-005 	
      2108.315	  7.970e-006 	             	
      2108.850	             	  8.050e-005 	
      2109.315	  8.060e-006 	             	
      2109.906	             	  8.050e-005 	
      2110.315	  8.130e-006 	             	
      2110.962	             	  8.050e-005 	
      2111.315	  8.210e-006 	             	
      2111.986	             	  8.050e-005 	
      2112.315	  7.990e-006 	             	
      2113.042	             	  8.050e-005 	
      2113.315	  7.820e-006 	             	
      2114.097	             	  8.050e-005 	
      2114.315	  7.760e-006 	             	
      2115.186	             	  8.040e-005 	
      2115.381	  7.750e-006 	             	
      2116.241	             	  8.040e-005 	
      2116.448	  7.720e-006 	             	
      2117.297	             	  8.080e-005 	
      2117.513	  7.660e-006 	             	
      2118.353	             	  8.030e-005 	
      2118.513	  7.590e-006 	             	
      2119.377	             	  8.030e-005 	
      2119.513	  7.690e-006 	             	
      2120.433	             	  8.040e-005 	
      2120.513	  7.590e-006 	             	
      2121.489	             	  8.030e-005 	
      2121.513	  7.510e-006 	             	
      2122.513	  7.460e-006 	  8.060e-005 	
      2123.514	  7.530e-006 	             	
      2123.570	             	  8.040e-005 	
      2124.514	  7.570e-006 	             	
      2124.626	             	  8.050e-005 	
      2125.514	  7.440e-006 	             	
      2125.650	             	  8.030e-005 	
      2126.514	  7.420e-006 	             	
      2126.706	             	  8.010e-005 	
      2127.514	  7.360e-006 	             	
      2127.762	             	  8.000e-005 	
      2128.514	  7.320e-006 	             	
      2128.818	             	  8.000e-005 	
      2129.514	  7.260e-006 	             	
      2129.842	             	  7.990e-005 	
      2130.514	  7.210e-006 	             	
      2130.897	             	  7.980e-005 	
      2131.581	  7.210e-006 	             	
      2131.953	             	  7.980e-005 	
      2132.647	  7.240e-006 	             	
      2132.977	             	  7.990e-005 	
      2133.713	  7.160e-006 	             	
      2134.033	             	  7.970e-005 	
      2134.713	  7.200e-006 	             	
      2135.089	             	  7.960e-005 	
      2135.713	  7.120e-006 	             	
      2136.113	             	  7.960e-005 	
      2136.713	  7.080e-006 	             	
      2137.169	             	  7.950e-005 	
      2137.713	  7.030e-006 	             	
      2138.225	             	  7.950e-005 	
      2138.713	  7.020e-006 	             	
      2139.313	             	  7.940e-005 	
      2139.713	  7.040e-006 	             	
      2140.370	             	  7.940e-005 	
      2140.714	  7.090e-006 	             	
      2141.426	             	  7.940e-005 	
      2141.714	  7.030e-006 	             	
      2142.482	             	  7.940e-005 	
      2142.714	  6.940e-006 	             	
      2143.506	             	  7.940e-005 	
      2143.714	  6.910e-006 	             	
      2144.562	             	  7.930e-005 	
      2144.780	  6.880e-006 	             	
      2145.618	             	  7.920e-005 	
      2145.780	  6.870e-006 	             	
      2146.641	             	  7.920e-005 	
      2146.847	  7.110e-006 	             	
      2147.697	             	  7.920e-005 	
      2147.847	  7.180e-006 	             	
      2148.754	             	  7.920e-005 	
      2148.912	  7.150e-006 	             	
      2149.777	             	  7.910e-005 	
      2149.912	  7.070e-006 	             	
      2150.833	             	  7.910e-005 	
      2150.912	  6.890e-006 	             	
      2151.889	             	  7.910e-005 	
      2151.912	  6.830e-006 	             	
      2152.912	  6.760e-006 	             	
      2152.977	             	  7.900e-005 	
      2153.912	  6.720e-006 	             	
      2154.033	             	  7.900e-005 	
      2154.912	  6.680e-006 	             	
      2155.089	             	  7.890e-005 	
      2155.912	  6.680e-006 	             	
      2156.177	             	  7.890e-005 	
      2156.912	  6.640e-006 	             	
      2157.233	             	  7.880e-005 	
      2157.913	  6.670e-006 	             	
      2158.290	             	  7.900e-005 	
      2158.913	  6.640e-006 	             	
      2159.346	             	  7.880e-005 	
      2159.913	  6.620e-006 	             	
      2160.370	             	  7.880e-005 	
      2160.913	  6.560e-006 	             	
      2161.425	             	  7.900e-005 	
      2161.913	  6.560e-006 	             	
      2162.481	             	  7.890e-005 	
      2162.913	  6.580e-006 	             	
      2163.505	             	  7.920e-005 	
      2163.913	  6.650e-006 	             	
      2164.561	             	  7.900e-005 	
      2164.978	  6.570e-006 	             	
      2165.617	             	  7.890e-005 	
      2165.978	  6.600e-006 	             	
      2166.641	             	  7.910e-005 	
      2166.978	  6.670e-006 	             	
      2167.697	             	  7.910e-005 	
      2167.978	  6.630e-006 	             	
      2168.753	             	  7.890e-005 	
      2168.978	  6.510e-006 	             	
      2169.809	             	  7.890e-005 	
      2169.978	  6.500e-006 	             	
      2170.833	             	  7.870e-005 	
      2170.978	  6.430e-006 	             	
      2171.889	             	  7.860e-005 	
      2171.978	  6.400e-006 	             	
      2172.945	             	  7.860e-005 	
      2172.978	  6.370e-006 	             	
      2173.969	             	  7.850e-005 	
      2173.978	  6.310e-006 	             	
      2174.978	  6.280e-006 	             	
      2175.025	             	  7.840e-005 	
      2175.979	  6.260e-006 	             	
      2176.082	             	  7.840e-005 	
      2176.979	  6.240e-006 	             	
      2177.105	             	  7.830e-005 	
      2177.979	  6.300e-006 	             	
      2178.161	             	  7.840e-005 	
      2178.979	  6.190e-006 	             	
      2179.217	             	  7.820e-005 	
      2180.045	  6.170e-006 	             	
      2180.305	             	  7.810e-005 	
      2181.045	  6.120e-006 	             	
      2181.361	             	  7.800e-005 	
