;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      1800.180	             	  1.462e-005 	             	
      1800.185	  3.840e-005 	             	             	
      1800.413	             	             	  7.700e-005 	
      1801.185	  3.820e-005 	             	             	
      1801.235	             	  1.469e-005 	             	
      1801.437	             	             	  7.710e-005 	
      1802.185	  3.840e-005 	             	             	
      1802.291	             	  1.454e-005 	             	
      1802.493	             	             	  7.700e-005 	
      1803.185	  3.850e-005 	             	             	
      1803.316	             	  1.445e-005 	             	
      1803.550	             	             	  7.690e-005 	
      1804.186	  3.840e-005 	             	             	
      1804.372	             	  1.461e-005 	             	
      1804.638	             	             	  7.690e-005 	
      1805.186	  3.860e-005 	             	             	
      1805.428	             	  1.430e-005 	             	
      1805.694	             	             	  7.700e-005 	
      1806.186	  3.870e-005 	             	             	
      1806.516	             	  1.422e-005 	             	
      1806.750	             	             	  7.690e-005 	
      1807.186	  3.880e-005 	             	             	
      1807.572	             	  1.411e-005 	             	
      1807.806	             	             	  7.690e-005 	
      1808.186	  3.900e-005 	             	             	
      1808.628	             	  1.398e-005 	             	
      1808.829	             	             	  7.680e-005 	
      1809.186	  3.910e-005 	             	             	
      1809.684	             	  1.393e-005 	             	
      1809.886	             	             	  7.690e-005 	
      1810.251	  3.910e-005 	             	             	
      1810.708	             	  1.388e-005 	             	
      1810.941	             	             	  7.680e-005 	
      1811.251	  3.920e-005 	             	             	
      1811.764	             	  1.376e-005 	             	
      1811.965	             	             	  7.670e-005 	
      1812.251	  3.940e-005 	             	             	
      1812.820	             	  1.366e-005 	             	
      1813.021	             	             	  7.670e-005 	
      1813.251	  3.930e-005 	             	             	
      1813.844	             	  1.365e-005 	             	
      1814.077	             	             	  7.670e-005 	
      1814.251	  3.940e-005 	             	             	
      1814.900	             	  1.357e-005 	             	
      1815.101	             	             	  7.660e-005 	
      1815.251	  3.940e-005 	             	             	
      1815.955	             	  1.354e-005 	             	
      1816.157	             	             	  7.660e-005 	
      1816.251	  3.940e-005 	             	             	
      1816.979	             	  1.350e-005 	             	
      1817.213	             	             	  7.650e-005 	
      1817.251	  3.950e-005 	             	             	
      1818.035	             	  1.340e-005 	             	
      1818.251	  3.960e-005 	             	             	
      1818.301	             	             	  7.650e-005 	
      1819.091	             	  1.338e-005 	             	
      1819.251	  3.940e-005 	             	             	
      1819.357	             	             	  7.650e-005 	
      1820.179	             	  1.346e-005 	             	
      1820.251	  3.940e-005 	             	             	
      1820.413	             	             	  7.640e-005 	
      1821.236	             	  1.363e-005 	             	
      1821.252	  3.910e-005 	             	             	
      1821.470	             	             	  7.640e-005 	
      1822.252	  3.930e-005 	             	             	
      1822.292	             	  1.345e-005 	             	
      1822.494	             	             	  7.630e-005 	
      1823.252	  3.910e-005 	             	             	
      1823.348	             	  1.363e-005 	             	
      1823.550	             	             	  7.620e-005 	
      1824.252	  3.930e-005 	             	             	
      1824.372	             	  1.339e-005 	             	
      1824.606	             	             	  7.610e-005 	
      1825.317	  3.950e-005 	             	             	
      1825.428	             	  1.319e-005 	             	
      1825.629	             	             	  7.600e-005 	
      1826.317	  3.970e-005 	             	             	
      1826.484	             	  1.300e-005 	             	
      1826.685	             	             	  7.580e-005 	
      1827.317	  3.970e-005 	             	             	
      1827.508	             	  1.293e-005 	             	
      1827.742	             	             	  7.580e-005 	
      1828.317	  3.990e-005 	             	             	
      1828.564	             	  1.284e-005 	             	
      1828.765	             	             	  7.580e-005 	
      1829.317	  3.990e-005 	             	             	
      1829.620	             	  1.277e-005 	             	
      1829.821	             	             	  7.580e-005 	
      1830.317	  4.000e-005 	             	             	
      1830.644	             	  1.272e-005 	             	
      1830.877	             	             	  7.570e-005 	
      1831.318	  4.000e-005 	             	             	
      1831.699	             	  1.268e-005 	             	
      1831.933	             	             	  7.570e-005 	
      1832.384	  4.000e-005 	             	             	
      1832.755	             	  1.255e-005 	             	
      1832.957	             	             	  7.550e-005 	
      1833.384	  4.010e-005 	             	             	
      1833.843	             	  1.256e-005 	             	
      1834.013	             	             	  7.560e-005 	
      1834.384	  4.010e-005 	             	             	
      1834.899	             	  1.241e-005 	             	
      1835.069	             	             	  7.540e-005 	
      1835.384	  4.010e-005 	             	             	
      1835.955	             	  1.193e-005 	             	
      1836.093	             	             	  7.240e-005 	
      1836.384	  3.850e-005 	             	             	
      1837.011	             	  1.245e-005 	             	
      1837.149	             	             	  7.630e-005 	
      1837.384	  4.100e-005 	             	             	
      1838.035	             	  1.237e-005 	             	
      1838.206	             	             	  7.650e-005 	
      1838.385	  4.090e-005 	             	             	
      1839.092	             	  1.234e-005 	             	
      1839.230	             	             	  7.630e-005 	
      1839.385	  4.110e-005 	             	             	
      1840.148	             	  1.224e-005 	             	
      1840.285	             	             	  7.630e-005 	
      1840.451	  4.070e-005 	             	             	
      1841.172	             	  1.218e-005 	             	
      1841.341	             	             	  7.620e-005 	
      1841.518	  4.120e-005 	             	             	
      1842.228	             	  1.210e-005 	             	
      1842.397	             	             	  7.620e-005 	
      1842.583	  4.100e-005 	             	             	
      1843.284	             	  1.272e-005 	             	
      1843.421	             	             	  7.670e-005 	
      1843.583	  4.060e-005 	             	             	
      1844.308	             	  1.240e-005 	             	
      1844.477	             	             	  7.650e-005 	
      1844.583	  4.090e-005 	             	             	
      1845.364	             	  1.232e-005 	             	
      1845.533	             	             	  7.640e-005 	
      1845.583	  4.090e-005 	             	             	
      1846.420	             	  1.221e-005 	             	
      1846.557	             	             	  7.630e-005 	
      1846.583	  4.120e-005 	             	             	
      1847.507	             	  1.204e-005 	             	
      1847.583	  4.130e-005 	             	             	
      1847.613	             	             	  7.600e-005 	
      1848.563	             	  1.187e-005 	             	
      1848.583	  4.150e-005 	             	             	
      1848.669	             	             	  7.610e-005 	
      1849.583	  4.150e-005 	             	             	
      1849.619	             	  1.183e-005 	             	
      1849.693	             	             	  7.600e-005 	
      1850.583	  4.150e-005 	             	             	
      1850.675	             	  1.180e-005 	             	
      1850.749	             	             	  7.610e-005 	
      1851.583	  4.150e-005 	             	             	
      1851.699	             	  1.173e-005 	             	
      1851.805	             	             	  7.600e-005 	
      1852.583	  4.170e-005 	             	             	
      1852.755	             	  1.166e-005 	             	
      1852.861	             	             	  7.600e-005 	
      1853.583	  4.150e-005 	             	             	
      1853.811	             	  1.182e-005 	             	
      1853.885	             	             	  7.610e-005 	
      1854.583	  4.090e-005 	             	             	
      1854.835	             	  1.223e-005 	             	
      1854.941	             	             	  7.630e-005 	
      1855.583	  4.120e-005 	             	             	
      1855.892	             	  1.228e-005 	             	
      1855.997	             	             	  7.630e-005 	
      1856.584	  4.120e-005 	             	             	
      1856.948	             	  1.202e-005 	             	
      1857.021	             	             	  7.620e-005 	
      1857.650	  4.120e-005 	             	             	
      1857.972	             	  1.203e-005 	             	
      1858.077	             	             	  7.610e-005 	
      1858.650	  4.150e-005 	             	             	
      1859.028	             	  1.198e-005 	             	
      1859.133	             	             	  7.620e-005 	
      1859.716	  4.170e-005 	             	             	
      1860.084	             	  1.172e-005 	             	
      1860.157	             	             	  7.600e-005 	
      1860.716	  4.180e-005 	             	             	
      1861.172	             	  1.161e-005 	             	
      1861.213	             	             	  7.600e-005 	
      1861.716	  4.210e-005 	             	             	
      1862.227	             	  1.151e-005 	             	
      1862.269	             	             	  7.600e-005 	
      1862.716	  4.180e-005 	             	             	
      1863.283	             	  1.145e-005 	             	
      1863.357	             	             	  7.590e-005 	
      1863.716	  4.210e-005 	             	             	
      1864.339	             	  1.140e-005 	             	
      1864.413	             	             	  7.590e-005 	
      1864.716	  4.190e-005 	             	             	
      1865.363	             	  1.132e-005 	             	
      1865.469	             	             	  7.590e-005 	
      1865.716	  4.210e-005 	             	             	
      1866.419	             	  1.116e-005 	             	
      1866.525	             	             	  7.560e-005 	
      1866.716	  4.240e-005 	             	             	
      1867.475	             	  1.104e-005 	             	
      1867.549	             	             	  7.560e-005 	
      1867.716	  4.240e-005 	             	             	
      1868.499	             	  1.097e-005 	             	
      1868.605	             	             	  7.550e-005 	
      1868.716	  4.250e-005 	             	             	
      1869.555	             	  1.087e-005 	             	
      1869.661	             	             	  7.540e-005 	
      1869.716	  4.250e-005 	             	             	
      1870.611	             	  1.093e-005 	             	
      1870.685	             	             	  7.550e-005 	
      1870.716	  4.240e-005 	             	             	
      1871.635	             	  1.112e-005 	             	
      1871.741	             	             	  7.570e-005 	
      1871.782	  4.210e-005 	             	             	
      1872.691	             	  1.095e-005 	             	
      1872.796	             	             	  7.560e-005 	
      1872.848	  4.250e-005 	             	             	
      1873.748	             	  1.087e-005 	             	
      1873.821	             	             	  7.550e-005 	
      1873.849	  4.270e-005 	             	             	
      1874.836	             	  1.073e-005 	             	
      1874.849	  4.280e-005 	             	             	
      1874.877	             	             	  7.540e-005 	
      1875.849	  4.280e-005 	             	             	
      1875.892	             	  1.067e-005 	             	
      1875.933	             	             	  7.530e-005 	
      1876.849	  4.290e-005 	             	             	
      1876.947	             	  1.060e-005 	             	
      1876.989	             	             	  7.520e-005 	
      1877.849	  4.300e-005 	             	             	
      1878.004	             	  1.057e-005 	             	
      1878.013	             	             	  7.520e-005 	
      1878.849	  4.290e-005 	             	             	
      1879.027	             	  1.055e-005 	             	
      1879.069	             	             	  7.520e-005 	
      1879.849	  4.300e-005 	             	             	
      1880.083	             	  1.038e-005 	             	
      1880.125	             	             	  7.500e-005 	
      1880.849	  4.310e-005 	             	             	
      1881.139	             	  1.034e-005 	             	
      1881.149	             	             	  7.500e-005 	
      1881.849	  4.320e-005 	             	             	
      1882.163	             	  1.024e-005 	             	
      1882.205	             	             	  7.490e-005 	
      1882.849	  4.320e-005 	             	             	
      1883.219	             	  1.018e-005 	             	
      1883.261	             	             	  7.480e-005 	
      1883.849	  4.330e-005 	             	             	
      1884.275	             	  1.010e-005 	             	
      1884.285	             	             	  7.470e-005 	
      1884.849	  4.320e-005 	             	             	
      1885.299	             	  1.014e-005 	             	
      1885.341	             	             	  7.470e-005 	
      1885.849	  4.330e-005 	             	             	
      1886.355	             	  1.009e-005 	             	
      1886.397	             	             	  7.460e-005 	
      1886.849	  4.330e-005 	             	             	
      1887.411	             	  9.960e-006 	             	
      1887.452	             	             	  7.440e-005 	
      1887.849	  4.330e-005 	             	             	
      1888.476	             	             	  7.450e-005 	
      1888.499	             	  9.990e-006 	             	
      1888.914	  4.330e-005 	             	             	
      1889.532	             	             	  7.440e-005 	
      1889.555	             	  9.910e-006 	             	
      1889.914	  4.330e-005 	             	             	
      1890.588	             	             	  7.440e-005 	
      1890.611	             	  9.900e-006 	             	
      1890.915	  4.330e-005 	             	             	
      1891.613	             	             	  7.430e-005 	
      1891.668	             	  9.850e-006 	             	
      1891.915	  4.350e-005 	             	             	
      1892.669	             	             	  7.430e-005 	
      1892.691	             	  9.820e-006 	             	
      1892.915	  4.360e-005 	             	             	
      1893.725	             	             	  7.410e-005 	
      1893.747	             	  9.700e-006 	             	
      1893.915	  4.350e-005 	             	             	
      1894.749	             	             	  7.420e-005 	
      1894.803	             	  9.840e-006 	             	
      1894.915	  4.340e-005 	             	             	
      1895.805	             	             	  7.410e-005 	
      1895.827	             	  9.670e-006 	             	
      1895.915	  4.360e-005 	             	             	
      1896.861	             	             	  7.420e-005 	
      1896.883	             	  9.750e-006 	             	
      1896.915	  4.340e-005 	             	             	
      1897.915	  4.340e-005 	             	             	
      1897.939	             	  9.890e-006 	             	
      1897.951	             	             	  7.440e-005 	
      1898.915	  4.360e-005 	             	             	
      1898.963	             	  9.700e-006 	             	
      1899.005	             	             	  7.410e-005 	
      1899.915	  4.370e-005 	             	             	
      1900.019	             	  9.640e-006 	             	
      1900.061	             	             	  7.400e-005 	
      1900.915	  4.390e-005 	             	             	
      1901.075	             	  9.520e-006 	             	
      1901.117	             	             	  7.410e-005 	
      1901.915	  4.400e-005 	             	             	
      1902.141	             	             	  7.390e-005 	
      1902.163	             	  9.430e-006 	             	
      1902.915	  4.400e-005 	             	             	
      1903.196	             	             	  7.390e-005 	
      1903.219	             	  9.370e-006 	             	
      1903.980	  4.410e-005 	             	             	
      1904.252	             	             	  7.390e-005 	
      1904.275	             	  9.340e-006 	             	
      1904.980	  4.400e-005 	             	             	
      1905.276	             	             	  7.400e-005 	
      1905.331	             	  9.340e-006 	             	
      1905.980	  4.390e-005 	             	             	
      1906.332	             	             	  7.410e-005 	
      1906.355	             	  9.460e-006 	             	
      1906.980	  4.420e-005 	             	             	
      1907.388	             	             	  7.390e-005 	
      1907.411	             	  9.290e-006 	             	
      1907.980	  4.440e-005 	             	             	
      1908.413	             	             	  7.380e-005 	
      1908.468	             	  9.150e-006 	             	
      1908.981	  4.440e-005 	             	             	
      1909.469	             	             	  7.380e-005 	
      1909.491	             	  9.110e-006 	             	
      1909.981	  4.450e-005 	             	             	
      1910.525	             	             	  7.370e-005 	
      1910.547	             	  9.010e-006 	             	
      1910.981	  4.450e-005 	             	             	
      1911.581	             	             	  7.380e-005 	
      1911.603	             	  8.980e-006 	             	
      1911.981	  4.460e-005 	             	             	
      1912.605	             	             	  7.400e-005 	
      1912.627	             	  9.110e-006 	             	
      1912.981	  4.450e-005 	             	             	
      1913.661	             	             	  7.390e-005 	
      1913.683	             	  8.980e-006 	             	
      1913.981	  4.470e-005 	             	             	
      1914.717	             	             	  7.380e-005 	
      1914.739	             	  8.910e-006 	             	
      1914.981	  4.480e-005 	             	             	
      1915.741	             	             	  7.400e-005 	
      1915.795	             	  8.870e-006 	             	
      1915.981	  4.490e-005 	             	             	
      1916.797	             	             	  7.390e-005 	
      1916.819	             	  8.880e-006 	             	
      1916.981	  4.490e-005 	             	             	
      1917.853	             	             	  7.380e-005 	
      1917.875	             	  8.780e-006 	             	
      1917.981	  4.510e-005 	             	             	
      1918.876	             	             	  7.370e-005 	
      1918.931	             	  8.740e-006 	             	
      1918.981	  4.510e-005 	             	             	
      1919.932	             	             	  7.370e-005 	
      1919.955	             	  8.720e-006 	             	
      1920.046	  4.510e-005 	             	             	
      1920.988	             	             	  7.350e-005 	
      1921.011	             	  8.610e-006 	             	
      1921.046	  4.520e-005 	             	             	
      1922.046	  4.490e-005 	             	             	
      1922.067	             	  8.750e-006 	             	
      1922.076	             	             	  7.370e-005 	
      1923.046	  4.490e-005 	             	             	
      1923.091	             	  8.760e-006 	             	
      1923.132	             	             	  7.370e-005 	
      1924.046	  4.490e-005 	             	             	
      1924.146	             	  8.750e-006 	             	
      1924.188	             	             	  7.360e-005 	
      1925.046	  4.510e-005 	             	             	
      1925.202	             	  8.630e-006 	             	
      1925.244	             	             	  7.340e-005 	
      1926.047	  4.520e-005 	             	             	
      1926.269	             	             	  7.310e-005 	
      1926.291	             	  8.470e-006 	             	
      1927.047	  4.520e-005 	             	             	
      1927.325	             	             	  7.300e-005 	
      1927.347	             	  8.420e-006 	             	
      1928.047	  4.510e-005 	             	             	
      1928.381	             	             	  7.290e-005 	
      1928.403	             	  8.400e-006 	             	
      1929.047	  4.510e-005 	             	             	
      1929.405	             	             	  7.290e-005 	
      1929.459	             	  8.390e-006 	             	
      1930.047	  4.510e-005 	             	             	
      1930.461	             	             	  7.270e-005 	
      1930.483	             	  8.320e-006 	             	
      1931.047	  4.510e-005 	             	             	
      1931.517	             	             	  7.250e-005 	
      1931.539	             	  8.220e-006 	             	
      1932.047	  4.520e-005 	             	             	
      1932.541	             	             	  7.230e-005 	
      1932.595	             	  8.120e-006 	             	
      1933.047	  4.520e-005 	             	             	
      1933.597	             	             	  7.220e-005 	
      1933.619	             	  8.090e-006 	             	
      1934.047	  4.530e-005 	             	             	
      1934.652	             	             	  7.220e-005 	
      1934.675	             	  8.070e-006 	             	
      1935.113	  4.510e-005 	             	             	
      1935.708	             	             	  7.240e-005 	
      1935.731	             	  8.180e-006 	             	
      1936.113	  4.510e-005 	             	             	
      1936.732	             	             	  7.210e-005 	
      1936.755	             	  8.080e-006 	             	
      1937.113	  4.500e-005 	             	             	
      1937.788	             	             	  7.200e-005 	
      1937.811	             	  8.090e-006 	             	
      1938.179	  4.510e-005 	             	             	
      1938.844	             	             	  7.180e-005 	
      1938.867	             	  7.990e-006 	             	
      1939.179	  4.540e-005 	             	             	
      1939.868	             	             	  7.180e-005 	
      1939.955	             	  7.880e-006 	             	
      1940.179	  4.550e-005 	             	             	
      1940.924	             	             	  7.180e-005 	
      1941.010	             	  7.820e-006 	             	
      1941.179	  4.550e-005 	             	             	
      1941.980	             	             	  7.190e-005 	
      1942.066	             	  7.770e-006 	             	
      1942.179	  4.560e-005 	             	             	
      1943.004	             	             	  7.200e-005 	
      1943.123	             	  7.710e-006 	             	
      1943.180	  4.580e-005 	             	             	
      1944.061	             	             	  7.200e-005 	
      1944.148	             	  7.730e-006 	             	
      1944.180	  4.570e-005 	             	             	
      1945.117	             	             	  7.190e-005 	
      1945.180	  4.580e-005 	             	             	
      1945.203	             	  7.700e-006 	             	
      1946.173	             	             	  7.190e-005 	
      1946.180	  4.600e-005 	             	             	
      1946.259	             	  7.620e-006 	             	
      1947.180	  4.610e-005 	             	             	
      1947.197	             	             	  7.180e-005 	
      1947.283	             	  7.580e-006 	             	
      1948.180	  4.600e-005 	             	             	
      1948.253	             	             	  7.160e-005 	
      1948.339	             	  7.530e-006 	             	
      1949.180	  4.630e-005 	             	             	
      1949.309	             	             	  7.180e-005 	
      1949.395	             	  7.490e-006 	             	
      1950.246	  4.610e-005 	             	             	
      1950.333	             	             	  7.180e-005 	
      1950.419	             	  7.500e-006 	             	
      1951.312	  4.620e-005 	             	             	
      1951.388	             	             	  7.170e-005 	
      1951.475	             	  7.450e-006 	             	
      1952.312	  4.630e-005 	             	             	
      1952.444	             	             	  7.180e-005 	
      1952.531	             	  7.420e-006 	             	
      1953.312	  4.630e-005 	             	             	
      1953.468	             	             	  7.170e-005 	
      1953.619	             	  7.370e-006 	             	
      1954.312	  4.630e-005 	             	             	
      1954.524	             	             	  7.160e-005 	
      1954.674	             	  7.340e-006 	             	
      1955.312	  4.640e-005 	             	             	
      1955.580	             	             	  7.160e-005 	
      1955.731	             	  7.310e-006 	             	
      1956.312	  4.630e-005 	             	             	
      1956.668	             	             	  7.180e-005 	
      1956.818	             	  7.380e-006 	             	
      1957.312	  4.600e-005 	             	             	
      1957.724	             	             	  7.200e-005 	
      1957.874	             	  7.710e-006 	             	
      1958.312	  4.600e-005 	             	             	
      1958.780	             	             	  7.190e-005 	
      1958.930	             	  7.510e-006 	             	
      1959.312	  4.620e-005 	             	             	
      1959.836	             	             	  7.160e-005 	
      1959.986	             	  7.340e-006 	             	
      1960.312	  4.630e-005 	             	             	
      1960.861	             	             	  7.130e-005 	
      1961.011	             	  7.270e-006 	             	
      1961.313	  4.640e-005 	             	             	
      1961.917	             	             	  7.150e-005 	
      1962.067	             	  7.200e-006 	             	
      1962.313	  4.640e-005 	             	             	
      1962.973	             	             	  7.130e-005 	
      1963.123	             	  7.150e-006 	             	
      1963.313	  4.660e-005 	             	             	
      1963.997	             	             	  7.130e-005 	
      1964.147	             	  7.090e-006 	             	
      1964.313	  4.660e-005 	             	             	
      1965.053	             	             	  7.130e-005 	
      1965.203	             	  7.110e-006 	             	
      1965.379	  4.650e-005 	             	             	
      1966.109	             	             	  7.110e-005 	
      1966.259	             	  7.060e-006 	             	
      1966.445	  4.650e-005 	             	             	
      1967.132	             	             	  7.120e-005 	
      1967.283	             	  7.060e-006 	             	
      1967.445	  4.660e-005 	             	             	
      1968.188	             	             	  7.110e-005 	
      1968.339	             	  7.030e-006 	             	
      1968.445	  4.650e-005 	             	             	
      1969.244	             	             	  7.110e-005 	
      1969.395	             	  7.020e-006 	             	
      1969.445	  4.670e-005 	             	             	
      1970.300	             	             	  7.120e-005 	
      1970.445	  4.640e-005 	             	             	
      1970.451	             	  7.170e-006 	             	
      1971.324	             	             	  7.140e-005 	
      1971.445	  4.670e-005 	             	             	
      1971.474	             	  7.120e-006 	             	
      1972.380	             	             	  7.120e-005 	
      1972.445	  4.690e-005 	             	             	
      1972.530	             	  6.980e-006 	             	
      1973.436	             	             	  7.090e-005 	
      1973.445	  4.700e-005 	             	             	
      1973.586	             	  6.880e-006 	             	
      1974.445	  4.700e-005 	             	             	
      1974.460	             	             	  7.070e-005 	
      1974.610	             	  6.810e-006 	             	
      1975.445	  4.710e-005 	             	             	
      1975.516	             	             	  7.090e-005 	
      1975.666	             	  6.790e-006 	             	
      1976.511	  4.710e-005 	             	             	
      1976.572	             	             	  7.070e-005 	
      1976.722	             	  6.720e-006 	             	
      1977.511	  4.710e-005 	             	             	
      1977.596	             	             	  7.070e-005 	
      1977.746	             	  6.700e-006 	             	
      1978.512	  4.730e-005 	             	             	
      1978.653	             	             	  7.050e-005 	
      1978.803	             	  6.620e-006 	             	
      1979.512	  4.730e-005 	             	             	
      1979.709	             	             	  7.040e-005 	
      1979.859	             	  6.600e-006 	             	
      1980.579	  4.730e-005 	             	             	
      1980.765	             	             	  7.040e-005 	
      1980.947	             	  6.600e-006 	             	
      1981.644	  4.730e-005 	             	             	
      1981.788	             	             	  7.030e-005 	
      1982.003	             	  6.550e-006 	             	
      1982.644	  4.730e-005 	             	             	
      1982.844	             	             	  7.040e-005 	
      1983.059	             	  6.600e-006 	             	
      1983.644	  4.730e-005 	             	             	
      1983.900	             	             	  7.050e-005 	
      1984.115	             	  6.570e-006 	             	
      1984.644	  4.730e-005 	             	             	
      1984.924	             	             	  7.030e-005 	
      1985.139	             	  6.490e-006 	             	
      1985.644	  4.760e-005 	             	             	
      1985.980	             	             	  7.050e-005 	
      1986.195	             	  6.600e-006 	             	
      1986.644	  4.730e-005 	             	             	
      1987.036	             	             	  7.040e-005 	
      1987.250	             	  6.560e-006 	             	
      1987.644	  4.740e-005 	             	             	
      1988.060	             	             	  7.010e-005 	
      1988.274	             	  6.420e-006 	             	
      1988.644	  4.750e-005 	             	             	
      1989.116	             	             	  7.010e-005 	
      1989.330	             	  6.390e-006 	             	
      1989.644	  4.760e-005 	             	             	
      1990.172	             	             	  6.990e-005 	
      1990.386	             	  6.350e-006 	             	
      1990.644	  4.760e-005 	             	             	
      1991.260	             	             	  6.990e-005 	
      1991.410	             	  6.290e-006 	             	
      1991.644	  4.760e-005 	             	             	
      1992.316	             	             	  6.990e-005 	
      1992.466	             	  6.300e-006 	             	
      1992.644	  4.760e-005 	             	             	
      1993.372	             	             	  6.990e-005 	
      1993.522	             	  6.300e-006 	             	
      1993.644	  4.760e-005 	             	             	
      1994.428	             	             	  6.960e-005 	
      1994.610	             	  6.210e-006 	             	
      1994.644	  4.780e-005 	             	             	
      1995.451	             	             	  6.950e-005 	
      1995.645	  4.770e-005 	             	             	
      1995.667	             	  6.170e-006 	             	
      1996.509	             	             	  6.930e-005 	
      1996.710	  4.790e-005 	             	             	
      1996.723	             	  6.100e-006 	             	
      1997.564	             	             	  6.950e-005 	
      1997.710	  4.790e-005 	             	             	
      1997.811	             	  6.070e-006 	             	
      1998.588	             	             	  6.940e-005 	
      1998.710	  4.790e-005 	             	             	
      1998.867	             	  6.040e-006 	             	
      1999.644	             	             	  6.940e-005 	
      1999.710	  4.790e-005 	             	             	
      1999.923	             	  6.040e-006 	             	
      2000.700	             	             	  6.930e-005 	
      2000.710	  4.790e-005 	             	             	
      2000.979	             	  6.010e-006 	             	
      2001.710	  4.800e-005 	             	             	
      2001.724	             	             	  6.930e-005 	
      2002.002	             	  6.020e-006 	             	
      2002.710	  4.820e-005 	             	             	
      2002.780	             	             	  6.970e-005 	
      2003.059	             	  6.000e-006 	             	
      2003.710	  4.820e-005 	             	             	
      2003.836	             	             	  6.910e-005 	
      2004.114	             	  5.910e-006 	             	
      2004.710	  4.820e-005 	             	             	
      2004.924	             	             	  6.910e-005 	
      2005.138	             	  5.920e-006 	             	
      2005.710	  4.820e-005 	             	             	
      2005.980	             	             	  6.910e-005 	
      2006.194	             	  5.910e-006 	             	
      2006.710	  4.820e-005 	             	             	
      2007.036	             	             	  6.900e-005 	
      2007.250	             	  5.910e-006 	             	
      2007.710	  4.810e-005 	             	             	
      2008.092	             	             	  6.890e-005 	
      2008.338	             	  5.840e-006 	             	
      2008.710	  4.820e-005 	             	             	
      2009.116	             	             	  6.870e-005 	
      2009.394	             	  5.780e-006 	             	
      2009.710	  4.820e-005 	             	             	
      2010.172	             	             	  6.860e-005 	
      2010.450	             	  5.740e-006 	             	
      2010.710	  4.820e-005 	             	             	
      2011.228	             	             	  6.850e-005 	
      2011.538	             	  5.740e-006 	             	
      2011.777	  4.820e-005 	             	             	
      2012.252	             	             	  6.840e-005 	
      2012.594	             	  5.700e-006 	             	
      2012.842	  4.820e-005 	             	             	
      2013.308	             	             	  6.840e-005 	
      2013.651	             	  5.720e-006 	             	
      2013.843	  4.820e-005 	             	             	
      2014.364	             	             	  6.840e-005 	
      2014.739	             	  5.750e-006 	             	
      2014.843	  4.820e-005 	             	             	
      2015.388	             	             	  6.830e-005 	
      2015.795	             	  5.690e-006 	             	
      2015.843	  4.820e-005 	             	             	
      2016.445	             	             	  6.820e-005 	
      2016.843	  4.820e-005 	             	             	
      2016.850	             	  5.660e-006 	             	
      2017.500	             	             	  6.810e-005 	
      2017.843	  4.820e-005 	             	             	
      2017.938	             	  5.600e-006 	             	
      2018.556	             	             	  6.820e-005 	
      2018.843	  4.820e-005 	             	             	
      2018.994	             	  5.620e-006 	             	
      2019.580	             	             	  6.800e-005 	
      2019.843	  4.840e-005 	             	             	
      2020.050	             	  5.580e-006 	             	
      2020.636	             	             	  6.800e-005 	
      2020.843	  4.840e-005 	             	             	
      2021.106	             	  5.580e-006 	             	
      2021.692	             	             	  6.810e-005 	
      2021.843	  4.820e-005 	             	             	
      2022.130	             	  5.660e-006 	             	
      2022.716	             	             	  6.790e-005 	
      2022.843	  4.820e-005 	             	             	
      2023.186	             	  5.540e-006 	             	
      2023.772	             	             	  6.780e-005 	
      2023.843	  4.840e-005 	             	             	
      2024.242	             	  5.540e-006 	             	
      2024.828	             	             	  6.780e-005 	
      2024.843	  4.840e-005 	             	             	
      2025.268	             	  5.500e-006 	             	
      2025.843	  4.850e-005 	             	             	
      2025.852	             	             	  6.790e-005 	
      2026.322	             	  5.450e-006 	             	
      2026.843	  4.850e-005 	             	             	
      2026.908	             	             	  6.740e-005 	
      2027.378	             	  5.450e-006 	             	
      2027.909	  4.840e-005 	             	             	
      2027.964	             	             	  6.750e-005 	
      2028.402	             	  5.400e-006 	             	
      2028.975	  4.840e-005 	             	             	
      2029.019	             	             	  6.750e-005 	
      2029.458	             	  5.410e-006 	             	
      2029.975	  4.850e-005 	             	             	
      2030.043	             	             	  6.720e-005 	
      2030.515	             	  5.380e-006 	             	
      2030.976	  4.850e-005 	             	             	
      2031.100	             	             	  6.720e-005 	
