;PC Software:StarLab Version 2.11 Build 2
;Logged:28/10/2022 at 12:13:03
;File Version:3
;Graph Type:Line
;Notes:                                                            

;Channel A:Juno Photodiode PD300-1W (s/n:584133)  JN1.53 (s/n:3041014)
;Channel B:Nova II Photodiode PD300-1W (s/n:533500)  NN2.37 (s/n:517373)
;Channel C:Nova II Photodiode PD300-3W-v1 (s/n:928013)  NN2.17 (s/n:626171)

;Channel A:Details
;Name:PD300-1W
;Graph Color:RGB(0,102,255)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel B:Details
;Name:PD300-1W
;Graph Color:RGB(154,0,0)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT

;Channel C:Details
;Name:PD300-3W-v1
;Graph Color:RGB(51,204,51)
;Units:W
;Settings:Measuring:Power
;Settings:Wavelength:690
;Settings:Range:AUTO
;Settings:Filter:OUT
;--------------------


;First Pulse Arrived : 28/10/2022 at 12:13:03.340000
  Timestamp   	  Channel A  	  Channel B  	  Channel C  	
      9296.676	  3.420e-005 	             	             	
      9297.000	             	             	  3.800e-005 	
      9297.407	             	  6.310e-006 	             	
      9297.676	  3.430e-005 	             	             	
      9298.056	             	             	  3.800e-005 	
      9298.495	             	  6.290e-006 	             	
      9298.676	  3.420e-005 	             	             	
      9299.112	             	             	  3.790e-005 	
      9299.551	             	  6.310e-006 	             	
      9299.676	  3.420e-005 	             	             	
      9300.200	             	             	  3.790e-005 	
      9300.607	             	  6.300e-006 	             	
      9300.676	  3.420e-005 	             	             	
      9301.256	             	             	  3.780e-005 	
      9301.663	             	  6.280e-006 	             	
      9301.676	  3.420e-005 	             	             	
      9302.312	             	             	  3.780e-005 	
      9302.676	  3.420e-005 	             	             	
      9302.686	             	  6.290e-006 	             	
      9303.368	             	             	  3.780e-005 	
      9303.677	  3.420e-005 	             	             	
      9303.743	             	  6.320e-006 	             	
      9304.393	             	             	  3.800e-005 	
      9304.677	  3.440e-005 	             	             	
      9304.799	             	  6.320e-006 	             	
      9305.449	             	             	  3.810e-005 	
      9305.677	  3.450e-005 	             	             	
      9305.823	             	  6.330e-006 	             	
      9306.505	             	             	  3.810e-005 	
      9306.677	  3.450e-005 	             	             	
      9306.879	             	  6.350e-006 	             	
      9307.529	             	             	  3.800e-005 	
      9307.677	  3.450e-005 	             	             	
      9307.935	             	  6.360e-006 	             	
      9308.585	             	             	  3.810e-005 	
      9308.677	  3.450e-005 	             	             	
      9308.959	             	  6.350e-006 	             	
      9309.641	             	             	  3.820e-005 	
      9309.677	  3.450e-005 	             	             	
      9310.015	             	  6.340e-006 	             	
      9310.665	             	             	  3.820e-005 	
      9310.677	  3.450e-005 	             	             	
      9311.071	             	  6.340e-006 	             	
      9311.721	             	             	  3.820e-005 	
      9311.744	  3.450e-005 	             	             	
      9312.159	             	  6.330e-006 	             	
      9312.776	             	             	  3.830e-005 	
      9312.809	  3.450e-005 	             	             	
      9313.215	             	  6.310e-006 	             	
      9313.809	  3.450e-005 	             	             	
      9313.832	             	             	  3.820e-005 	
      9314.271	             	  6.340e-006 	             	
      9314.809	  3.460e-005 	             	             	
      9314.856	             	             	  3.830e-005 	
      9315.327	             	  6.330e-006 	             	
      9315.809	  3.450e-005 	             	             	
      9315.912	             	             	  3.830e-005 	
      9316.351	             	  6.340e-006 	             	
      9316.809	  3.450e-005 	             	             	
      9316.968	             	             	  3.820e-005 	
      9317.406	             	  6.350e-006 	             	
      9317.809	  3.450e-005 	             	             	
      9317.992	             	             	  3.820e-005 	
      9318.462	             	  6.370e-006 	             	
      9318.809	  3.450e-005 	             	             	
      9319.048	             	             	  3.820e-005 	
      9319.486	             	  6.380e-006 	             	
      9319.809	  3.460e-005 	             	             	
      9320.104	             	             	  3.830e-005 	
      9320.542	             	  6.390e-006 	             	
      9320.809	  3.460e-005 	             	             	
      9321.129	             	             	  3.830e-005 	
      9321.599	             	  6.390e-006 	             	
      9321.810	  3.460e-005 	             	             	
      9322.185	             	             	  3.830e-005 	
      9322.623	             	  6.400e-006 	             	
      9322.810	  3.460e-005 	             	             	
      9323.241	             	             	  3.830e-005 	
      9323.679	             	  6.380e-006 	             	
      9323.810	  3.470e-005 	             	             	
      9324.329	             	             	  3.840e-005 	
      9324.735	             	  6.300e-006 	             	
      9324.810	  3.480e-005 	             	             	
      9325.385	             	             	  3.840e-005 	
      9325.810	  3.480e-005 	             	             	
      9325.823	             	  6.370e-006 	             	
      9326.441	             	             	  3.840e-005 	
      9326.876	  3.480e-005 	             	             	
      9326.879	             	  6.370e-006 	             	
      9327.496	             	             	  3.840e-005 	
      9327.935	             	  6.330e-006 	             	
      9327.942	  3.490e-005 	             	             	
      9328.520	             	             	  3.850e-005 	
      9328.942	  3.490e-005 	             	             	
      9328.991	             	  6.350e-006 	             	
      9329.576	             	             	  3.860e-005 	
      9329.942	  3.480e-005 	             	             	
      9330.015	             	  6.350e-006 	             	
      9330.632	             	             	  3.850e-005 	
      9330.942	  3.480e-005 	             	             	
      9331.071	             	  6.350e-006 	             	
      9331.656	             	             	  3.850e-005 	
      9331.942	  3.480e-005 	             	             	
      9332.127	             	  6.370e-006 	             	
      9332.712	             	             	  3.830e-005 	
      9332.942	  3.480e-005 	             	             	
      9333.150	             	  6.310e-006 	             	
      9333.768	             	             	  3.830e-005 	
      9333.942	  3.480e-005 	             	             	
      9334.206	             	  6.350e-006 	             	
      9334.792	             	             	  3.840e-005 	
      9334.942	  3.480e-005 	             	             	
      9335.262	             	  6.310e-006 	             	
      9335.848	             	             	  3.840e-005 	
      9335.942	  3.480e-005 	             	             	
      9336.286	             	  6.310e-006 	             	
      9336.904	             	             	  3.850e-005 	
      9336.942	  3.480e-005 	             	             	
      9337.342	             	  6.360e-006 	             	
      9337.943	  3.480e-005 	             	             	
      9337.960	             	             	  3.840e-005 	
      9338.398	             	  6.360e-006 	             	
      9338.943	  3.470e-005 	             	             	
      9338.985	             	             	  3.840e-005 	
      9339.487	             	  6.330e-006 	             	
      9339.943	  3.470e-005 	             	             	
      9340.041	             	             	  3.840e-005 	
      9340.543	             	  6.320e-006 	             	
      9340.943	  3.460e-005 	             	             	
      9341.097	             	             	  3.830e-005 	
      9341.599	             	  6.290e-006 	             	
      9342.009	  3.470e-005 	             	             	
      9342.120	             	             	  3.850e-005 	
      9342.655	             	  6.290e-006 	             	
      9343.009	  3.460e-005 	             	             	
      9343.176	             	             	  3.830e-005 	
      9343.679	             	  6.300e-006 	             	
      9344.075	  3.450e-005 	             	             	
      9344.232	             	             	  3.820e-005 	
      9344.735	             	  6.330e-006 	             	
      9345.075	  3.460e-005 	             	             	
      9345.256	             	             	  3.820e-005 	
      9345.791	             	  6.350e-006 	             	
      9346.075	  3.450e-005 	             	             	
      9346.312	             	             	  3.820e-005 	
      9346.815	             	  6.320e-006 	             	
      9347.075	  3.450e-005 	             	             	
      9347.368	             	             	  3.810e-005 	
      9347.871	             	  6.300e-006 	             	
      9348.075	  3.450e-005 	             	             	
      9348.424	             	             	  3.810e-005 	
      9348.926	             	  6.330e-006 	             	
      9349.075	  3.450e-005 	             	             	
      9349.448	             	             	  3.810e-005 	
      9349.950	             	  6.320e-006 	             	
      9350.075	  3.450e-005 	             	             	
      9350.504	             	             	  3.810e-005 	
      9351.006	             	  6.340e-006 	             	
      9351.141	  3.450e-005 	             	             	
      9351.560	             	             	  3.800e-005 	
      9352.062	             	  6.360e-006 	             	
      9352.141	  3.450e-005 	             	             	
      9352.584	             	             	  3.800e-005 	
      9353.141	  3.450e-005 	             	             	
      9353.150	             	  6.350e-006 	             	
      9353.640	             	             	  3.810e-005 	
      9354.141	  3.450e-005 	             	             	
      9354.206	             	  6.360e-006 	             	
      9354.696	             	             	  3.810e-005 	
      9355.141	  3.450e-005 	             	             	
      9355.262	             	  6.370e-006 	             	
      9355.720	             	             	  3.800e-005 	
      9356.142	  3.450e-005 	             	             	
      9356.319	             	  6.370e-006 	             	
      9356.777	             	             	  3.800e-005 	
      9357.142	  3.440e-005 	             	             	
      9357.343	             	  6.350e-006 	             	
      9357.833	             	             	  3.800e-005 	
      9358.208	  3.450e-005 	             	             	
      9358.399	             	  6.360e-006 	             	
      9358.920	             	             	  3.810e-005 	
      9359.208	  3.450e-005 	             	             	
      9359.455	             	  6.350e-006 	             	
      9359.976	             	             	  3.810e-005 	
      9360.208	  3.450e-005 	             	             	
      9360.479	             	  6.300e-006 	             	
      9361.032	             	             	  3.800e-005 	
      9361.274	  3.440e-005 	             	             	
      9361.535	             	  6.360e-006 	             	
      9362.088	             	             	  3.800e-005 	
      9362.274	  3.450e-005 	             	             	
      9362.591	             	  6.330e-006 	             	
      9363.112	             	             	  3.820e-005 	
      9363.274	  3.450e-005 	             	             	
      9363.614	             	  6.310e-006 	             	
      9364.168	             	             	  3.810e-005 	
      9364.274	  3.450e-005 	             	             	
      9364.671	             	  6.330e-006 	             	
      9365.224	             	             	  3.810e-005 	
      9365.274	  3.450e-005 	             	             	
      9365.726	             	  6.340e-006 	             	
      9366.248	             	             	  3.810e-005 	
      9366.274	  3.450e-005 	             	             	
      9366.814	             	  6.330e-006 	             	
      9367.274	  3.450e-005 	             	             	
      9367.304	             	             	  3.810e-005 	
      9367.870	             	  6.360e-006 	             	
      9368.274	  3.450e-005 	             	             	
      9368.360	             	             	  3.810e-005 	
      9368.926	             	  6.360e-006 	             	
      9369.274	  3.450e-005 	             	             	
      9369.384	             	             	  3.810e-005 	
      9369.982	             	  6.370e-006 	             	
      9370.274	  3.430e-005 	             	             	
      9370.440	             	             	  3.800e-005 	
      9371.006	             	  6.340e-006 	             	
      9371.274	  3.450e-005 	             	             	
      9371.496	             	             	  3.820e-005 	
      9372.062	             	  6.380e-006 	             	
      9372.274	  3.450e-005 	             	             	
      9372.552	             	             	  3.810e-005 	
      9373.118	             	  6.350e-006 	             	
      9373.274	  3.450e-005 	             	             	
      9373.577	             	             	  3.810e-005 	
      9374.143	             	  6.350e-006 	             	
      9374.274	  3.450e-005 	             	             	
      9374.632	             	             	  3.830e-005 	
      9375.199	             	  6.320e-006 	             	
      9375.274	  3.450e-005 	             	             	
      9375.688	             	             	  3.830e-005 	
      9376.255	             	  6.350e-006 	             	
      9376.274	  3.450e-005 	             	             	
      9376.712	             	             	  3.820e-005 	
      9377.274	  3.450e-005 	             	             	
      9377.279	             	  6.380e-006 	             	
      9377.768	             	             	  3.820e-005 	
      9378.274	  3.450e-005 	             	             	
      9378.335	             	  6.370e-006 	             	
      9378.824	             	             	  3.830e-005 	
      9379.274	  3.460e-005 	             	             	
      9379.391	             	  6.370e-006 	             	
      9379.848	             	             	  3.840e-005 	
      9380.274	  3.470e-005 	             	             	
      9380.446	             	  6.370e-006 	             	
      9380.904	             	             	  3.840e-005 	
      9381.340	  3.480e-005 	             	             	
      9381.470	             	  6.380e-006 	             	
      9381.960	             	             	  3.840e-005 	
      9382.340	  3.470e-005 	             	             	
      9382.526	             	  6.360e-006 	             	
      9383.016	             	             	  3.850e-005 	
      9383.340	  3.470e-005 	             	             	
      9383.582	             	  6.360e-006 	             	
      9384.040	             	             	  3.850e-005 	
      9384.340	  3.470e-005 	             	             	
      9384.606	             	  6.390e-006 	             	
      9385.096	             	             	  3.840e-005 	
      9385.340	  3.470e-005 	             	             	
      9385.662	             	  6.390e-006 	             	
      9386.152	             	             	  3.850e-005 	
      9386.340	  3.470e-005 	             	             	
      9386.718	             	  6.370e-006 	             	
      9387.176	             	             	  3.840e-005 	
      9387.340	  3.470e-005 	             	             	
      9387.742	             	  6.390e-006 	             	
      9388.232	             	             	  3.840e-005 	
      9388.340	  3.470e-005 	             	             	
      9388.798	             	  6.390e-006 	             	
      9389.287	             	             	  3.840e-005 	
      9389.340	  3.460e-005 	             	             	
      9389.854	             	  6.380e-006 	             	
      9390.311	             	             	  3.840e-005 	
      9390.405	  3.470e-005 	             	             	
      9390.942	             	  6.390e-006 	             	
      9391.368	             	             	  3.840e-005 	
      9391.406	  3.470e-005 	             	             	
      9391.999	             	  6.390e-006 	             	
      9392.406	  3.470e-005 	             	             	
      9392.424	             	             	  3.840e-005 	
      9393.055	             	  6.400e-006 	             	
      9393.406	  3.480e-005 	             	             	
      9393.512	             	             	  3.850e-005 	
      9394.143	             	  6.390e-006 	             	
      9394.406	  3.460e-005 	             	             	
      9394.568	             	             	  3.840e-005 	
      9395.199	             	  6.400e-006 	             	
      9395.406	  3.480e-005 	             	             	
      9395.624	             	             	  3.850e-005 	
      9396.254	             	  6.380e-006 	             	
      9396.406	  3.480e-005 	             	             	
      9396.680	             	             	  3.850e-005 	
      9397.310	             	  6.410e-006 	             	
      9397.406	  3.480e-005 	             	             	
      9397.704	             	             	  3.850e-005 	
      9398.334	             	  6.390e-006 	             	
      9398.406	  3.480e-005 	             	             	
      9398.760	             	             	  3.850e-005 	
      9399.390	             	  6.410e-006 	             	
      9399.406	  3.480e-005 	             	             	
      9399.816	             	             	  3.850e-005 	
      9400.406	  3.480e-005 	             	             	
      9400.446	             	  6.410e-006 	             	
      9400.840	             	             	  3.860e-005 	
      9401.406	  3.480e-005 	             	             	
      9401.470	             	  6.430e-006 	             	
      9401.896	             	             	  3.870e-005 	
      9402.406	  3.490e-005 	             	             	
      9402.526	             	  6.440e-006 	             	
      9402.952	             	             	  3.880e-005 	
      9403.406	  3.480e-005 	             	             	
      9403.582	             	  6.390e-006 	             	
      9403.976	             	             	  3.870e-005 	
      9404.406	  3.480e-005 	             	             	
      9404.606	             	  6.390e-006 	             	
      9405.032	             	             	  3.860e-005 	
      9405.406	  3.480e-005 	             	             	
      9405.662	             	  6.420e-006 	             	
      9406.087	             	             	  3.860e-005 	
      9406.472	  3.480e-005 	             	             	
      9406.718	             	  6.400e-006 	             	
      9407.143	             	             	  3.870e-005 	
      9407.472	  3.480e-005 	             	             	
      9407.774	             	  6.410e-006 	             	
      9408.167	             	             	  3.870e-005 	
      9408.472	  3.480e-005 	             	             	
      9408.799	             	  6.400e-006 	             	
      9409.224	             	             	  3.860e-005 	
      9409.473	  3.480e-005 	             	             	
      9409.854	             	  6.420e-006 	             	
      9410.280	             	             	  3.860e-005 	
      9410.539	  3.480e-005 	             	             	
      9410.911	             	  6.420e-006 	             	
      9411.304	             	             	  3.850e-005 	
      9411.539	  3.480e-005 	             	             	
      9411.934	             	  6.400e-006 	             	
      9412.360	             	             	  3.850e-005 	
      9412.539	  3.480e-005 	             	             	
      9412.990	             	  6.380e-006 	             	
      9413.416	             	             	  3.880e-005 	
      9413.539	  3.480e-005 	             	             	
      9414.046	             	  6.370e-006 	             	
      9414.440	             	             	  3.870e-005 	
      9414.539	  3.480e-005 	             	             	
      9415.070	             	  6.350e-006 	             	
      9415.496	             	             	  3.870e-005 	
      9415.539	  3.470e-005 	             	             	
      9416.126	             	  6.390e-006 	             	
      9416.539	  3.480e-005 	             	             	
      9416.552	             	             	  3.860e-005 	
      9417.182	             	  6.390e-006 	             	
      9417.539	  3.480e-005 	             	             	
      9417.640	             	             	  3.860e-005 	
      9418.270	             	  6.390e-006 	             	
      9418.539	  3.480e-005 	             	             	
      9418.696	             	             	  3.860e-005 	
      9419.326	             	  6.370e-006 	             	
      9419.539	  3.480e-005 	             	             	
      9419.752	             	             	  3.850e-005 	
      9420.382	             	  6.390e-006 	             	
      9420.539	  3.480e-005 	             	             	
      9420.808	             	             	  3.850e-005 	
      9421.438	             	  6.370e-006 	             	
      9421.604	  3.480e-005 	             	             	
      9421.831	             	             	  3.860e-005 	
      9422.462	             	  6.390e-006 	             	
      9422.604	  3.480e-005 	             	             	
      9422.887	             	             	  3.850e-005 	
      9423.518	             	  6.400e-006 	             	
      9423.604	  3.480e-005 	             	             	
      9423.943	             	             	  3.850e-005 	
      9424.574	             	  6.370e-006 	             	
      9424.604	  3.470e-005 	             	             	
      9424.967	             	             	  3.860e-005 	
      9425.598	             	  6.400e-006 	             	
      9425.604	  3.480e-005 	             	             	
      9426.024	             	             	  3.850e-005 	
      9426.605	  3.480e-005 	             	             	
      9426.655	             	  6.400e-006 	             	
      9427.080	             	             	  3.860e-005 	
      9427.605	  3.480e-005 	             	             	
      9427.710	             	  6.400e-006 	             	
      9428.104	             	             	  3.850e-005 	
      9428.605	  3.470e-005 	             	             	
      9428.734	             	  6.410e-006 	             	
      9429.160	             	             	  3.850e-005 	
      9429.605	  3.480e-005 	             	             	
      9429.790	             	  6.360e-006 	             	
      9430.216	             	             	  3.840e-005 	
      9430.605	  3.470e-005 	             	             	
      9430.846	             	  6.370e-006 	             	
      9431.272	             	             	  3.860e-005 	
      9431.605	  3.480e-005 	             	             	
      9431.934	             	  6.380e-006 	             	
      9432.296	             	             	  3.850e-005 	
      9432.605	  3.480e-005 	             	             	
      9432.990	             	  6.350e-006 	             	
      9433.352	             	             	  3.850e-005 	
      9433.605	  3.480e-005 	             	             	
      9434.046	             	  6.390e-006 	             	
      9434.408	             	             	  3.850e-005 	
      9434.605	  3.480e-005 	             	             	
      9435.102	             	  6.320e-006 	             	
      9435.432	             	             	  3.860e-005 	
      9435.605	  3.480e-005 	             	             	
      9436.126	             	  6.360e-006 	             	
      9436.487	             	             	  3.870e-005 	
      9436.671	  3.480e-005 	             	             	
      9437.182	             	  6.370e-006 	             	
      9437.543	             	             	  3.860e-005 	
      9437.671	  3.470e-005 	             	             	
      9438.238	             	  6.400e-006 	             	
      9438.567	             	             	  3.850e-005 	
      9438.671	  3.470e-005 	             	             	
      9439.262	             	  6.390e-006 	             	
      9439.623	             	             	  3.850e-005 	
      9439.737	  3.450e-005 	             	             	
      9440.318	             	  6.410e-006 	             	
      9440.679	             	             	  3.840e-005 	
      9440.737	  3.450e-005 	             	             	
      9441.374	             	  6.380e-006 	             	
      9441.735	             	             	  3.840e-005 	
      9441.737	  3.460e-005 	             	             	
      9442.398	             	  6.390e-006 	             	
      9442.737	  3.460e-005 	             	             	
      9442.759	             	             	  3.830e-005 	
      9443.453	             	  6.400e-006 	             	
      9443.738	  3.450e-005 	             	             	
      9443.816	             	             	  3.830e-005 	
      9444.510	             	  6.400e-006 	             	
      9444.738	  3.450e-005 	             	             	
      9444.872	             	             	  3.830e-005 	
      9445.598	             	  6.390e-006 	             	
      9445.738	  3.450e-005 	             	             	
      9445.896	             	             	  3.830e-005 	
      9446.654	             	  6.410e-006 	             	
      9446.738	  3.450e-005 	             	             	
      9446.952	             	             	  3.820e-005 	
      9447.710	             	  6.400e-006 	             	
      9447.738	  3.450e-005 	             	             	
      9448.008	             	             	  3.820e-005 	
      9448.738	  3.450e-005 	             	             	
      9448.766	             	  6.400e-006 	             	
      9449.032	             	             	  3.820e-005 	
      9449.738	  3.450e-005 	             	             	
      9449.790	             	  6.400e-006 	             	
      9450.088	             	             	  3.820e-005 	
      9450.738	  3.450e-005 	             	             	
      9450.846	             	  6.400e-006 	             	
      9451.144	             	             	  3.820e-005 	
      9451.804	  3.450e-005 	             	             	
      9451.902	             	  6.390e-006 	             	
      9452.231	             	             	  3.830e-005 	
      9452.870	  3.460e-005 	             	             	
      9452.926	             	  6.420e-006 	             	
      9453.287	             	             	  3.840e-005 	
      9453.870	  3.470e-005 	             	             	
      9453.982	             	  6.410e-006 	             	
      9454.343	             	             	  3.840e-005 	
      9454.870	  3.470e-005 	             	             	
      9455.038	             	  6.410e-006 	             	
      9455.399	             	             	  3.850e-005 	
      9455.870	  3.470e-005 	             	             	
      9456.062	             	  6.420e-006 	             	
      9456.423	             	             	  3.840e-005 	
      9456.870	  3.460e-005 	             	             	
      9457.118	             	  6.400e-006 	             	
      9457.479	             	             	  3.840e-005 	
      9457.870	  3.460e-005 	             	             	
      9458.173	             	  6.390e-006 	             	
      9458.535	             	             	  3.830e-005 	
      9458.870	  3.460e-005 	             	             	
      9459.261	             	  6.430e-006 	             	
      9459.559	             	             	  3.830e-005 	
      9459.870	  3.450e-005 	             	             	
      9460.317	             	  6.400e-006 	             	
      9460.615	             	             	  3.830e-005 	
      9460.870	  3.450e-005 	             	             	
      9461.374	             	  6.400e-006 	             	
      9461.672	             	             	  3.830e-005 	
      9461.871	  3.450e-005 	             	             	
      9462.430	             	  6.410e-006 	             	
      9462.696	             	             	  3.830e-005 	
      9462.871	  3.460e-005 	             	             	
      9463.454	             	  6.390e-006 	             	
      9463.752	             	             	  3.840e-005 	
      9463.871	  3.450e-005 	             	             	
      9464.510	             	  6.340e-006 	             	
      9464.808	             	             	  3.830e-005 	
      9464.871	  3.450e-005 	             	             	
      9465.566	             	  6.390e-006 	             	
      9465.863	             	             	  3.820e-005 	
      9465.937	  3.450e-005 	             	             	
      9466.590	             	  6.360e-006 	             	
      9466.888	             	             	  3.840e-005 	
      9466.937	  3.450e-005 	             	             	
      9467.646	             	  6.380e-006 	             	
      9467.943	             	             	  3.830e-005 	
      9468.003	  3.450e-005 	             	             	
      9468.702	             	  6.360e-006 	             	
      9468.999	             	             	  3.810e-005 	
      9469.004	  3.440e-005 	             	             	
      9469.726	             	  6.400e-006 	             	
      9470.023	             	             	  3.820e-005 	
      9470.069	  3.450e-005 	             	             	
      9470.782	             	  6.420e-006 	             	
      9471.069	  3.450e-005 	             	             	
      9471.079	             	             	  3.830e-005 	
      9471.838	             	  6.400e-006 	             	
      9472.069	  3.450e-005 	             	             	
      9472.135	             	             	  3.820e-005 	
      9472.925	             	  6.390e-006 	             	
      9473.069	  3.450e-005 	             	             	
      9473.159	             	             	  3.830e-005 	
      9473.981	             	  6.400e-006 	             	
      9474.069	  3.450e-005 	             	             	
      9474.215	             	             	  3.830e-005 	
      9475.037	             	  6.340e-006 	             	
      9475.069	  3.450e-005 	             	             	
      9475.271	             	             	  3.830e-005 	
      9476.069	  3.450e-005 	             	             	
      9476.093	             	  6.410e-006 	             	
      9476.327	             	             	  3.820e-005 	
      9477.069	  3.450e-005 	             	             	
      9477.117	             	  6.370e-006 	             	
      9477.351	             	             	  3.820e-005 	
      9478.069	  3.450e-005 	             	             	
      9478.173	             	  6.360e-006 	             	
      9478.407	             	             	  3.810e-005 	
      9479.070	  3.440e-005 	             	             	
      9479.230	             	  6.360e-006 	             	
      9479.464	             	             	  3.830e-005 	
      9480.070	  3.450e-005 	             	             	
      9480.254	             	  6.360e-006 	             	
      9480.488	             	             	  3.820e-005 	
      9481.070	  3.450e-005 	             	             	
      9481.310	             	  6.380e-006 	             	
      9481.543	             	             	  3.820e-005 	
      9482.070	  3.450e-005 	             	             	
      9482.366	             	  6.400e-006 	             	
      9482.600	             	             	  3.820e-005 	
      9483.136	  3.450e-005 	             	             	
      9483.390	             	  6.400e-006 	             	
      9483.623	             	             	  3.820e-005 	
      9484.136	  3.450e-005 	             	             	
      9484.446	             	  6.400e-006 	             	
      9484.679	             	             	  3.830e-005 	
      9485.136	  3.450e-005 	             	             	
      9485.502	             	  6.400e-006 	             	
      9485.735	             	             	  3.830e-005 	
      9486.136	  3.450e-005 	             	             	
      9486.558	             	  6.410e-006 	             	
      9486.823	             	             	  3.830e-005 	
      9487.136	  3.450e-005 	             	             	
      9487.581	             	  6.410e-006 	             	
      9487.879	             	             	  3.830e-005 	
      9488.202	  3.450e-005 	             	             	
      9488.637	             	  6.380e-006 	             	
      9488.935	             	             	  3.820e-005 	
      9489.202	  3.450e-005 	             	             	
      9489.693	             	  6.330e-006 	             	
      9489.991	             	             	  3.830e-005 	
      9490.202	  3.450e-005 	             	             	
      9490.717	             	  6.370e-006 	             	
      9491.015	             	             	  3.820e-005 	
      9491.202	  3.450e-005 	             	             	
      9491.773	             	  6.380e-006 	             	
      9492.071	             	             	  3.820e-005 	
      9492.202	  3.450e-005 	             	             	
      9492.829	             	  6.410e-006 	             	
      9493.127	             	             	  3.810e-005 	
      9493.202	  3.450e-005 	             	             	
      9493.853	             	  6.390e-006 	             	
      9494.151	             	             	  3.810e-005 	
      9494.202	  3.450e-005 	             	             	
      9494.909	             	  6.410e-006 	             	
      9495.202	  3.450e-005 	             	             	
      9495.207	             	             	  3.810e-005 	
      9495.966	             	  6.420e-006 	             	
      9496.203	  3.450e-005 	             	             	
      9496.264	             	             	  3.810e-005 	
      9497.054	             	  6.430e-006 	             	
      9497.203	  3.450e-005 	             	             	
      9497.288	             	             	  3.820e-005 	
      9498.110	             	  6.410e-006 	             	
      9498.203	  3.450e-005 	             	             	
      9498.344	             	             	  3.810e-005 	
      9499.166	             	  6.420e-006 	             	
      9499.268	  3.450e-005 	             	             	
      9499.399	             	             	  3.820e-005 	
      9500.222	             	  6.400e-006 	             	
      9500.268	  3.450e-005 	             	             	
      9500.455	             	             	  3.810e-005 	
      9501.246	             	  6.430e-006 	             	
      9501.268	  3.450e-005 	             	             	
      9501.479	             	             	  3.820e-005 	
      9502.268	  3.460e-005 	             	             	
      9502.302	             	  6.420e-006 	             	
      9502.535	             	             	  3.820e-005 	
      9503.268	  3.470e-005 	             	             	
      9503.358	             	  6.350e-006 	             	
      9503.591	             	             	  3.840e-005 	
      9504.268	  3.470e-005 	             	             	
      9504.382	             	  6.390e-006 	             	
      9504.615	             	             	  3.840e-005 	
      9505.268	  3.470e-005 	             	             	
      9505.437	             	  6.410e-006 	             	
      9505.671	             	             	  3.840e-005 	
      9506.268	  3.480e-005 	             	             	
      9506.493	             	  6.420e-006 	             	
      9506.727	             	             	  3.840e-005 	
      9507.268	  3.470e-005 	             	             	
      9507.517	             	  6.430e-006 	             	
      9507.751	             	             	  3.840e-005 	
      9508.268	  3.470e-005 	             	             	
      9508.573	             	  6.420e-006 	             	
      9508.807	             	             	  3.840e-005 	
      9509.268	  3.480e-005 	             	             	
      9509.629	             	  6.400e-006 	             	
      9509.863	             	             	  3.850e-005 	
      9510.268	  3.470e-005 	             	             	
      9510.717	             	  6.420e-006 	             	
      9510.951	             	             	  3.840e-005 	
      9511.268	  3.460e-005 	             	             	
      9511.773	             	  6.420e-006 	             	
      9512.007	             	             	  3.840e-005 	
      9512.268	  3.460e-005 	             	             	
      9512.829	             	  6.420e-006 	             	
      9513.063	             	             	  3.830e-005 	
      9513.268	  3.460e-005 	             	             	
      9513.886	             	  6.390e-006 	             	
      9514.120	             	             	  3.830e-005 	
      9514.268	  3.450e-005 	             	             	
      9514.910	             	  6.400e-006 	             	
      9515.143	             	             	  3.840e-005 	
      9515.268	  3.450e-005 	             	             	
      9515.966	             	  6.410e-006 	             	
      9516.199	             	             	  3.830e-005 	
      9516.268	  3.460e-005 	             	             	
      9517.022	             	  6.370e-006 	             	
      9517.255	             	             	  3.840e-005 	
      9517.268	  3.460e-005 	             	             	
      9518.046	             	  6.360e-006 	             	
      9518.268	  3.460e-005 	             	             	
      9518.279	             	             	  3.840e-005 	
      9519.101	             	  6.400e-006 	             	
      9519.268	  3.470e-005 	             	             	
      9519.338	             	             	  3.840e-005 	
      9520.157	             	  6.390e-006 	             	
      9520.268	  3.460e-005 	             	             	
      9520.391	             	             	  3.840e-005 	
      9521.182	             	  6.410e-006 	             	
      9521.268	  3.470e-005 	             	             	
      9521.415	             	             	  3.840e-005 	
      9522.237	             	  6.390e-006 	             	
      9522.269	  3.460e-005 	             	             	
      9522.471	             	             	  3.840e-005 	
      9523.293	             	  6.440e-006 	             	
      9523.334	  3.450e-005 	             	             	
      9523.527	             	             	  3.830e-005 	
      9524.334	  3.450e-005 	             	             	
      9524.381	             	  6.420e-006 	             	
      9524.583	             	             	  3.830e-005 	
      9525.334	  3.450e-005 	             	             	
      9525.437	             	  6.400e-006 	             	
      9525.607	             	             	  3.830e-005 	
      9526.334	  3.450e-005 	             	             	
      9526.493	             	  6.370e-006 	             	
      9526.663	             	             	  3.840e-005 	
      9527.334	  3.450e-005 	             	             	
      9527.549	             	  6.380e-006 	             	
      9527.719	             	             	  3.830e-005 	
